UID,ALUMINUM_UNITS,COND_UNITS,DOC_UNITS,NITRATE_N_UNITS,NITRITE_N_UNITS,NTL_UNITS,PTL_UNITS,SILICA_UNITS,AMMONIA_N_RESULT,COND_RESULT,DOC_RESULT,NITRATE_N_RESULT,NITRITE_N_RESULT,NTL_RESULT,PH_RESULT,PTL_RESULT,SILICA_RESULT
1000001,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0021,30.4,4.78,0,0,0.396,6.53,22,3.621
1000010,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0087,31.5,7.47,0,0,1.226,7.71,66,2.162
1000011,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0099,27.9,6.95,0,0,0.99,7.55,45,1.13
1000013,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,52.3,5.61,0.002,0,0.261,7.53,18,4.853
1000014,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.004,141.2,6.5,0.002,0,0.445,7.67,30,8.921
1000015,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,3.18,573,0.23,0.078,0,4.065,3.34,54,41.445
1000016,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0025,28.2,3.22,0.002,0,0.16,6.71,20,3.037
1000017,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0098,219,7.12,0.002,0,0.625,7.84,197,4.895
1000018,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,1300,4.87,0,0,0.806,8.2,88,17.008
1000019,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.065,122,7.99,0.107,0.007,0.895,7.95,383,24.092
1000020,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.03,142.2,3.23,0.007,0.001,0.25,8.33,14,3.61
1000021,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.074,542,10.66,0.004,0,0.839,8.76,332,34.793
1000022,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.026,5790,19.86,0,0,2.894,9.22,114,5.743
1000023,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.023,582,6.3,,,1.06,8.68,92,9.75
1000025,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.041,85.4,15.04,0.011,0,7.844,9.58,705,7.735
1000026,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0092,322,4.48,0.002,0,0.61,8.4,26,2.262
1000028,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.018,542,6.2,,,0.8,8.58,10,2.72
1000029,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0091,395,1.88,0.002,0,0.23,8.63,41,5.166
1000030,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,90.6,2.93,0.005,0,0.465,7.94,84,30.527
1000032,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,30.3,7.29,0.003,0,0.315,7.19,20,3.887
1000034,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.048,571,4.7,,,0.5,8.62,24,3.63
1000039,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.034,328,3.9,,,1.67,9,12,7.99
1000043,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,413,5.07,0.002,0,0.398,8.97,10,1.046
1000044,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.048,272,8.3,,,0.72,8.08,18,1.36
1000046,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.034,454,18.43,0.002,0,1.559,8.5,31,5.034
1000047,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.049,251,5.95,0.002,0.001,0.616,8.42,38,17.242
1000048,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,1.03,109.9,14.94,0.005,0.008,3.925,7.7,590,13.946
1000049,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0075,48.8,0.3,0.002,0,0.016,7.66,62,28.907
1000050,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.059,710,6.9,,,0.74,8.75,21,10
1000052,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0068,537,4.69,0,0,0.569,8.44,44,7.537
1000053,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,174.1,10.02,0.002,0,0.805,8,35,7.378
1000054,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0078,24.1,5.7,0.002,0,0.429,7.07,19,0.296
1000055,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0094,51,12.83,0.002,0,0.721,7.17,17,0.33
1000056,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,359,6.17,0.043,0,0.546,8.5,44,6.45
1000057,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0066,83.2,1.4,0.005,0,0.15,8.93,14,4.339
1000058,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.031,252,7.48,0.002,0,0.72,9.28,26,3.59
1000059,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.048,584,5.4,,,0.52,8.79,17,5.97
1000060,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0064,1288,6.05,0,0,0.596,8.62,25,7.427
1000062,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,412,5.74,0,0,0.595,8.56,64,10.611
1000063,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.053,562,4.2,,,3.84,8.39,132,17
1000066,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,144.2,5.13,0,0,0.558,8.26,14,0.504
1000067,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.024,120.1,7.09,0.003,0.001,1.048,9.11,85,6.7
1000068,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,62.7,3.42,0.002,0,0.303,8.45,77,34.337
1000069,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.02,38.4,2.54,0,0,0.196,7.5,35,13.828
1000070,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.025,240,7.46,0,0,0.619,8.54,18,3.255
1000071,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.026,55.4,3.01,0.078,0.002,0.296,7.96,9,2.163
1000072,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.028,473,6.95,0,0,0.781,8.47,49,11.278
1000073,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,5680,8.92,0,0,0.97,8.02,49,15.052
1000075,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,191.3,24.53,0,0,1.236,7.25,30,2.222
1000076,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,273,4.18,0,0,0.395,8.62,10,2.693
1000079,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.024,461,5.13,3.49,0,3.663,8.42,23,6.22
1000080,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,445,5.63,0,0,0.79,8.5,38,7.977
1000081,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.03,484,6.42,0.005,0,0.588,8.99,15,1.408
1000082,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,80,5.2,,,0.019,8.42,24,6.87
1000083,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,20,18,,,0.89,6.05,35,1.08
1000084,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.034,715,4.82,0.168,0,0.723,8.42,59,18.265
1000085,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,521,4.65,0,0,1.058,8.62,310,42.201
1000086,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.043,213,1.78,0.036,0,0.33,8.41,241,56.626
1000087,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.027,53.7,6.5,0.019,0.002,0.968,8.78,53,18.111
1000088,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.026,172.3,4.95,0.01,0.002,2.304,9.1,237,52.895
1000091,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.033,755,4.72,0.002,0,0.489,8.47,18,7.668
1000092,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.025,365,2.57,0.093,0,0.588,8.65,46,7.083
1000093,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.044,276,24.11,0,0,1.999,10.26,96,41.967
1000094,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.025,609,8.68,0.002,0,0.551,8.52,10,3.673
1000096,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0089,300,5.23,0.002,0,0.488,8.46,21,7.45
1000097,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0089,23.9,3.01,0.009,0.001,0.136,7.29,10,3.652
1000098,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.007,369,7.68,0.002,0,0.501,8.48,22,6.881
1000099,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,140.2,9.12,0.004,0.001,0.61,7.99,30,4.339
1000100,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.181,498,3,,,1.35,7.81,70,19.9
1000101,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,88.7,6.87,0.004,0.001,0.565,7.65,17,1.297
1000103,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0054,20,3.12,0.002,0,0.246,7.33,5,0.163
1000105,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,82.1,12.7,0.002,0,1.246,7.8,15,0.29
1000106,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0063,21.5,3.85,0.002,0,0.389,6.69,8,0.27
1000107,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.009,97.5,3.08,0.258,0.01,1.074,8.43,74,22.676
1000108,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.017,189,9.3,,,0.91,8.45,14,1.62
1000109,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,220,5.4,,,0.97,8.94,56,16.1
1000110,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0079,56.2,5.27,0.003,0,0.276,7.79,14,3.918
1000111,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,30.4,15.95,0.003,0,0.773,6.76,41,3.037
1000112,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0093,276,6.6,0.002,0,0.379,8.81,8,1.82
1000113,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0039,38.3,0.29,0.006,0,0.035,7.45,85,35.419
1000115,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,238,4.6,,,0.29,8.2,20,21.8
1000116,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,219,3.1,,,0.8,8.67,77,17
1000117,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0094,32.7,8.48,0,0,0.708,7.68,19,0.804
1000118,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,18,7.3,,,0.54,6.72,21,0.043
1000119,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.054,251,12,,,3.87,10.47,232,5.83
1000120,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,39.1,11.86,0.002,0,1.168,6.68,47,3.272
1000121,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.048,96,4,,,0.27,7.94,13,12.1
1000122,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,79.5,6.98,0.003,0,0.72,8.05,68,11.452
1000123,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,54.9,16.05,0.002,0,0.514,7.57,36,2.475
1000126,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.037,64.1,8.95,0.002,0,1.76,7.74,275,10.741
1000127,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,403,9,,,0.87,8.83,25,5.39
1000130,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0073,55.1,3.4,0.002,0,0.248,7.07,12,1.744
1000132,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0066,24.5,5.23,0.002,0,0.359,7.32,19,1.423
1000134,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.075,622,12.07,0.003,0,1.159,8.43,95,29.165
1000135,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,415,6.1,,,0.82,8.69,27,7.45
1000136,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0098,485,6.82,0,0,0.64,8.71,16,1.508
1000137,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.031,341,2.89,0.004,0,0.29,8.44,134,28.442
1000138,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,1220,21,,,1.19,8.63,44,21.8
1000141,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0099,82.6,8.61,0.006,0.001,0.429,7.67,31,3.693
1000144,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.018,491,7.2,,,0.87,8.45,60,18.6
1000146,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,215,14.91,0.002,0,1.13,8.68,34,11.607
1000147,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.04,316,3,,,0.65,8.53,15,13.7
1000148,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0037,273,2.61,0,0,0.218,8.38,21,7.055
1000152,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0043,240,2.43,0.002,0,0.21,8.34,25,10.043
1000153,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,,299,3.64,0.002,0,0.318,8.52,31,10.681
1000154,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,530,7,,,1.35,9.08,57,12.4
1000156,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0075,279,6.34,0.002,0,0.511,8.37,36,11.372
1000157,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,212,7.3,0.003,0,0.669,8.35,39,11.667
1000158,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0065,10.98,8.64,0,0,0.785,6.36,47,0.361
1000159,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.003,14.33,1.3,0.002,0,0.109,7.19,37,8.758
1000160,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0047,10.41,1,0,0,0.096,7.09,22,4.194
1000161,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.032,387,3.54,0.305,0,0.589,8.28,34,9.904
1000162,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0089,243,8.51,0.002,0,0.581,8.38,29,6.666
1000163,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.025,448,15.98,0,0,1.204,8.26,75,34.151
1000164,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,274,6.14,0.002,0,0.789,8.3,17,0.69
1000166,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.02,447,19.74,0,0,1.476,8.35,35,7.736
1000167,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0088,25.7,2.76,0,0,0.231,7.18,9,0.15
1000168,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0075,284,4.24,0,0,0.436,8.5,75,14.557
1000169,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0065,15.72,0.98,0.002,0,0.139,7.24,53,3.488
1000170,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0044,20.1,2.98,0,0,0.373,7.25,75,6.504
1000172,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,203,9.45,0.002,0,0.779,8.22,29,2.264
1000173,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,209,5.46,0.002,0,0.566,8.3,16,3.066
1000180,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,59,7,,,0.53,7.29,17,0.584
1000185,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.145,83,22,,,1.57,7.07,59,10.7
1000186,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0071,239,3.29,0.002,0,0.388,8.45,23,9.044
1000188,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,98,18,,,0.68,7.42,24,3.17
1000189,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,203,7.3,,,0.47,8.2,12,6.47
1000190,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,137.3,25.2,0.003,0,1.078,7.15,48,5.62
1000191,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,85.2,4.02,0.005,0.001,0.508,7.79,60,6.864
1000193,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.107,19,14,,,1.16,6.09,39,1.31
1000194,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,256,5.28,0.002,0,0.456,8.6,41,12.323
1000202,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,347,6.3,,,0.41,8.46,10,12.7
1000203,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,204,11,,,0.6,7.61,21,4.44
1000204,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.027,182,10,,,0.85,8.09,11,0.328
1000206,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.007,32.5,4.4,0.003,0,0.199,7.42,30,5.842
1000207,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,272,4,,,0.9,8.35,86,3.94
1000208,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.016,203,18,,,2.66,9.66,217,0.022
1000211,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,224,4.21,0.002,0,0.48,7.73,117,19.828
1000217,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.031,35,33,,,1.18,6.67,36,5.36
1000218,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.471,125,14,,,2.16,7.42,155,0.041
1000219,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,12,3.8,,,0.37,6.34,9,0.168
1000220,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,31,12,,,0.68,6.99,27,0.894
1000222,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,351,6,,,0.58,8.16,31,10
1000223,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.015,419,3.1,,,0.73,8.38,35,4.63
6160,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0131,660,4.41,0.0573,,0.339,8.59,26.8,6.19
6187,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0086,1121,3.95,0.002,0,0.321,8.38,40,18.154
6189,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,2790,15.66,0,0,1.509,8.43,70,4.127
6192,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.064,1096,3.42,0.116,0,0.483,8.2,38,19.485
6194,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,8.00E-04,351,1.8,0.002,0,0.189,8.27,23,6.728
6195,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,3.00E-04,562,2.93,0.001,0,0.278,8.37,57,28.106
6212,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.006,528,13.38,0.192,0,1.249,8.15,147,10.845
6216,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0,223,1.57,0,0,0.156,8.15,15,3.62
6217,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.044,2920,19.11,0.079,0,1.9,8.73,147,22.439
6218,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,1.00E-04,41.9,5.14,0.002,0,0.26,5.71,7,1.84
6222,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0064,307,14.63,0.019,0,1.511,8.52,43,1.545
6226,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0014,53.4,3.13,0.019,0,0.323,7.44,32,9.679
6227,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.033,272,4.39,0.019,0,0.44,8.24,80,24.141
6228,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0014,465,5.86,0.019,0,0.546,7.08,9,0.134
6231,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0,47.6,3.55,0.02,0,0.494,6.03,23,0.723
6232,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,1.00E-04,173.1,13.02,0.031,0,0.519,6.77,46,1.952
6233,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,6.00E-04,223,6.03,0.019,0,0.82,8.78,25,0.541
6235,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0342,870,7.67,0.152,,2.38,9.66,434,12.6
6236,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,524,6.78,0.05,,1.05,8.06,67,3.34
6237,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,15.51,8.12,0.019,0,0.92,6.86,36,0.314
6243,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0085,229,4.65,0.024,0,0.588,8.33,46,2.058
6249,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0076,359,5.37,0.019,0,0.594,8.37,28,1.73
6250,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0338,2632,28.1,0.0104,,3.83,9.49,591,8.48
6251,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0061,156.2,7.87,0.019,0,0.761,8.5,20,0.026
6252,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.12,187.8,6.8,0.81,,2.08,8.4,83,1.35
6253,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0044,155.3,5.05,0.019,0,0.37,7.92,24,5.441
6267,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,32.5,7.13,0.02,0.001,1.85,9.21,106,1.574
6270,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.16,585,9.43,0.25,,1.71,7.76,190,2.22
6279,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.023,680,28.1,0.0407,,0.265,8.44,14.8,6.86
6281,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.005,118.3,6.03,0.019,0,0.554,7.88,147,5.556
6284,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,8.00E-04,33.1,1.09,0.02,0,0.136,7.19,16,5.914
6285,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,218,3.64,0,0,0.823,8.96,50,1.489
6286,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,52,6.73,0.02,0.001,0.658,7.18,26,0.238
