UID,ALUMINUM_UNITS,COND_UNITS,DOC_UNITS,NITRATE_N_UNITS,NITRITE_N_UNITS,NTL_UNITS,PTL_UNITS,SILICA_UNITS,AMMONIA_N_RESULT,COND_RESULT,DOC_RESULT,NITRATE_N_RESULT,NITRITE_N_RESULT,NTL_RESULT,PH_RESULT,PTL_RESULT,SILICA_RESULT
7446,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0099,201,5,0.002,0,0.705,9.08,45,0.568
7449,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.022,1248,18.98,0.002,0,3.333,8.89,279,46.972
7450,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,61.9,4.36,0,0,0.244,7.33,18,3.712
7451,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.043,1657,16.96,0.003,0,1.369,9.23,357,11.315
7453,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,60,2.14,0.003,0,0.221,7.58,15,7.35
7455,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0066,122.2,4.04,0.128,0.003,0.55,7.85,40,4.714
7459,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.007,175.9,3.6,0.003,0,0.51,8.8,62,13.866
7460,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.027,1932,18.64,0,0,1.993,9.39,366,1.742
7461,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0063,38.8,2.75,0.003,0,0.231,7.62,28,12.094
7462,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,430,8.38,0.002,0,1.8,9.1,684,44.001
7463,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.01,115,4.9,0.05,,0.4,8,15,0.5
7464,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,25,11.55,0.003,0,0.873,7.01,28,0.298
7465,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0022,53.6,0.93,0.002,0,0.075,8.03,12,1.564
7466,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,171.4,3.19,0.002,0,0.316,7.6,25,4.693
7471,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.038,712,9.14,0.002,0,0.93,9.29,74,7.528
7472,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0054,319,2.13,0.002,0,0.16,8.49,28,11.832
7474,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0064,15.38,7.08,0.002,0,0.239,6.86,12,0.404
7475,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,477,6.1,0.042,0,0.628,8.59,234,26.588
7476,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0092,45.9,1.29,0.017,0.001,0.061,7.88,11,5.332
7477,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0024,22.7,0.6,0.015,0.001,0.053,7.16,15,7.467
7478,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0047,10.19,0.7,0.009,0.001,0.033,6.89,9,3.786
7479,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0095,23,1.11,0.007,0,0.038,7.39,13,5.562
7482,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.034,2650,19.09,0,0,3.68,9.22,839,23.704
7483,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0078,301,3.8,0.002,0,0.601,8.29,95,6.386
7490,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,427,5.83,0.002,0,0.694,7.82,124,13.953
7496,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,1196,10.57,0.002,0,1.013,9.26,17,2.051
7497,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0045,29.2,0.76,0.043,0.001,0.088,7.43,18,1.293
7498,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0026,12.1,0.77,0.003,0,0.044,6.94,15,1.266
7499,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0024,19.79,1.11,0.002,0,0.05,7.23,12,1.645
7500,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0086,191.5,9.79,0.002,0,0.519,8.31,30,11.872
7501,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0097,250,4.86,0,0,1.019,8.95,153,10.558
7503,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0067,34.8,7.09,0,0,0.506,7.47,37,1.065
7504,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,1.72,295,9.61,0.024,0.003,6.188,7.76,1689,21.78
7512,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.062,824,13.36,0.002,0,1.223,9.15,346,1.427
7518,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.035,1697,24.46,0.002,0,2.085,9.33,88,27.187
7520,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,174,3.17,0.038,0.003,0.343,8.46,20,2.157
7526,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,1580,15.4,0,0,2.713,8.93,317,39.788
7527,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,165.8,2.03,5.6,0.053,5.8,7.35,50,12.767
7528,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0064,397,7.04,0.002,0,0.445,7.69,10,0.841
7529,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.047,528,5.59,0.005,,0.428,8.66,33.6,13.6
7530,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,415,21.61,0.002,0,4.763,9.17,132,2.477
7531,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0097,95.3,8.43,0.003,0,0.854,7.63,70,5.012
7532,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.12,62.1,17.76,0.024,0,0.596,4.88,35,2.659
7533,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.034,431,1.63,0.414,0.001,0.665,8.96,58,29.572
7534,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.01,54.8,2.4,0.05,,0.2,7.3,6,1.1
7535,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,112.2,5.77,0.002,0,0.456,8.66,20,1.87
7536,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,382,8.13,0.002,0,0.804,8.95,39,13.656
7537,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,42.3,8.83,0.002,0,1.084,7.12,70,7.814
7538,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0088,399,4.11,0.003,0,0.479,9.29,69,32.908
7543,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.022,2600,23.44,0,0,1.981,9.85,53,3.208
7544,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.051,128.3,7.03,0.005,0.001,0.45,7.78,18,1.085
7548,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,202,4.73,0.003,0,0.84,8.57,53,12.112
7549,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.075,395,9.96,0.002,0,0.954,9.04,44,6.724
7552,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.024,5850,16.5,0,0,2.238,9.85,390,2.676
7558,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0064,162.2,3.78,0.002,0,0.57,9.76,42,9.522
7559,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.03,1022,20.18,0,0,5.738,9.37,599,19.052
7560,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.003,117,2.68,0.003,0,0.171,7.84,20,14.199
7563,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0133,156,4.32,0.005,,0.34,6.95,29.5,1.54
7564,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,181.9,5.57,0.002,0,1.555,9.84,124,10.485
7565,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0097,302,3.18,0,0,0.298,8.72,15,3.871
7570,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.01,19,4,0.05,,0.3,7.3,6,2.7
7571,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0052,47.1,3.47,0.003,0,0.27,7.54,20,6.603
7572,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,584,9.79,0.002,0,2.129,9.37,572,2.738
7573,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,201,6.44,0.002,0,0.659,9.46,38,16.535
7574,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,306,15.23,0.002,0,1.699,8.98,82,36.582
7579,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.027,311,3.91,0.468,0.005,1.359,9.33,46,3.545
7580,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0043,32.6,2.79,0.002,0,0.141,8.15,12,2.572
7581,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,314,12.66,0,0,1.885,8.93,69,6.78
7582,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0064,49.4,3.06,0.003,0,0.278,7.96,15,0.972
7584,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,310,6.29,0.003,0,0.568,8.54,20,4.986
7586,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,125.7,9,0.002,0,0.731,7.98,64,11.105
7587,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.137,57.8,7.47,0.096,0.004,1.369,7.61,175,6.802
7588,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,334,5.2,0.002,0,1.04,9.02,82,9.54
7589,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0071,163.2,3.79,0.002,0,0.428,8.52,19,2.724
7590,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,65.1,4.23,0.002,0,0.696,9.58,79,24.09
7592,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,497,5.63,0.002,0,0.558,8.47,16,5.099
7593,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,492,5.91,0.005,0,0.473,9.07,27,9.818
7595,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.02,101.6,5.05,0.04,,0.78,7.5,52,0.439
7596,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.02,64.8,1.92,0.35,,0.56,7.4,7,1.714
7597,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.01,42.7,4.9,0.05,,0.3,7.5,6,3.8
7598,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,105,8.31,0.05,,0.81,8.36,7,1.55
7615,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0048,82.6,2.01,0.002,0,0.173,7.55,18,11.717
7620,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0078,30.6,4.15,0.002,0,0.503,7.29,21,4.181
7621,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,1325,8.35,0.003,0,0.8,9.22,20,6.708
7622,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0054,73.5,4.71,0.002,0,0.181,7.59,12,3.164
7623,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0066,15.1,2.67,0.002,0,0.166,7.2,23,9.069
7625,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0056,19.73,1.36,0,0,0.249,7.52,11,3.842
7631,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0059,13.72,0.51,0,0,0.059,7.01,14,1.348
7633,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.023,474,5.62,0,0,2.256,8.55,411,10.15
7635,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0096,118.1,5.52,0,0,0.691,7.83,159,23.256
7636,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0047,126.4,4.13,0.002,0,0.353,7.76,12,2.857
7637,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,724,5.14,0,0,0.845,9.06,41,3.536
7640,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,197.4,6.8,0,0,0.869,8.5,60,14.557
7642,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0039,337,1.79,0,0,0.219,9.27,79,48.039
7643,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,205,2.86,0.002,0,0.266,8.69,17,2.186
7644,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.03,2270,43.14,0,0,4.213,8.88,67,20.96
7645,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.026,2240,31.06,0,0,1.875,8.55,78,21.047
7649,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.027,2720,25.48,0,0,4.781,8.94,359,52.09
7650,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.01,40.7,2.7,0.05,,0.3,7.2,11,4
7652,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.024,537,6.35,0.003,0,1.395,8.44,289,8.702
7671,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.089,372,5.58,0.002,0,1.636,8.79,147,6.162
7684,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,41.5,2.13,0.003,0,0.255,7.85,84,17.528
7685,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0091,106.5,7.34,0.002,0,1.573,7.19,180,12.868
7686,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0098,201,4.77,0,0,0.538,9.21,33,4.239
7698,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,501,6.8,0.004,0,0.468,8.51,51,12.948
7701,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,772,18.14,0,0,1.373,8.75,91,29.9
7703,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.053,199.5,11.73,0.002,0,1.19,7.84,38,1.955
7706,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.01,15.4,4.6,0.05,,0.3,6.7,7,1.1
7707,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.046,1798,10.19,0.089,0,1.14,8.53,36,3.843
7712,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0161,311,6.67,0.005,,0.593,9.3,25.6,10
7713,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0042,180.1,1.13,0,0,0.041,8.44,16,5.907
7714,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.028,457,17.8,0.002,0,2.563,9.2,554,22.275
7719,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.009,87.6,2.41,0,0,0.288,8.44,48,13.233
7723,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,386,11.61,0,0,1.453,8.66,54,12.157
7729,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,205,4,0.002,0,1.296,8.61,129,9.844
7730,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.065,1307,19.97,0.003,0,1.888,9.41,475,12.544
7734,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,633,6.92,0.002,0,0.896,8.88,111,26.84
7735,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.021,303,11,,,0.9,8.51,28,1.29
7737,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.03,1241,9.16,0.002,0,1.364,8.69,152,30.76
7738,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,167.6,9.13,0,0,1.16,8.66,103,10.482
7739,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,339,8.42,0.05,,0.87,8.38,5,4.43
7740,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0024,58,1.92,0.005,,0.114,6.67,4.1,10.2
7743,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0033,11.44,1.56,0,0,0.073,7.05,8,1.096
7747,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.054,527,6.74,0.003,0,0.578,8.78,288,32.29
7748,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,52.5,8.98,0.007,0.001,0.688,7.52,36,4.341
7753,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,367,9.29,0,0,0.836,8.58,31,1.416
7754,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,394,6.64,0.003,0,0.63,8.47,21,4.377
7757,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,371,7.11,0,0,0.89,8.57,40,5.884
7758,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.009,12.22,5.36,0,0,0.414,6.4,23,0.206
7761,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0091,55,2.29,0.002,0,0.311,9.53,63,22.661
7764,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,959,12,0.05,,2.85,7.46,209,12.6
7765,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,372,6.82,0,0,0.633,8.64,48,12.951
7767,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,303,4.98,0.002,0,0.544,8.76,56,19.313
7768,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0059,25.5,2.09,0.002,0,0.118,7.52,20,5.581
7769,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0089,22.5,3.41,0.095,0.001,0.248,6.51,27,7.562
7770,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,60.9,9.33,0.196,0.001,0.65,4.26,36,0.263
7772,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,219,7.75,0.002,0,0.65,8.09,18,2.824
7773,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.01,20.4,3.1,0.05,,0.2,7.2,4,1.1
7774,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.01,24,4.4,0.05,,0.3,7.1,5,4.1
7775,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.051,1048,42.15,0,0,4.45,9.32,277,30.7
7776,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.052,123.4,2.78,0.006,0.001,0.348,8.72,125,49.499
7777,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,142.8,5.61,0.004,0.001,0.356,7.5,24,2.181
7778,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.066,625,10.84,0.009,0.001,2.005,8.28,112,3.754
7785,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0089,25.6,5.24,0.002,0,0.515,7.24,17,0.372
7787,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,75.1,11.75,0,0,0.72,8.26,23,3.345
7791,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0072,41.5,5.48,0.002,0,0.626,7.26,46,4.309
7793,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,388,5.25,0,0,0.578,8.57,37,10.536
7794,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,355,5.76,0,0,0.614,8.59,29,3.194
7795,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,62.5,11.92,0.002,0,0.513,7.36,21,1.71
7796,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0128,29,1.49,0.0139,,0.156,6.35,4.8,7.48
7798,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,14.94,1.66,0.002,0,0.199,7.26,23,1.617
7800,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0067,110.8,2.53,0,0,0.205,7.6,19,5.061
7802,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.04,234,14.09,0.002,0,2.358,8.24,243,10.788
7803,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.05,296,3.3,0.04,,0.53,8.8,37,3.079
7804,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,159.5,9.2,0.002,0,0.633,8.51,34,5.412
7805,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.02,254,12.69,0,0,1.28,8.37,112,11.939
7808,,uS/cm @ 25C,mg/L,,,mg/L,ug/L,mg/L,0.047,212,25,,,10.3,7.91,1730,13.4
7810,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,282,7.13,0.326,0.001,1.199,8.24,452,59.013
7811,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,248,7.48,0.002,0,0.656,8.22,39,7.254
7812,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0043,34.9,2.03,0.013,0.001,0.175,7.23,30,5.005
7814,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0088,147.7,11.55,0,0,0.874,6.45,58,1.336
7815,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,361,8.59,0.002,0,1.58,8.59,172,17.711
7816,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0063,32.3,3.38,0.002,0,0.294,6.94,19,1.504
7819,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.01,19.2,6.7,0.05,,0.4,7,10,2.2
7821,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.093,239,7.74,0.104,0.002,1.055,8.35,259,17.672
7826,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,281,14.51,0.002,0,1.471,8.93,44,3.792
7827,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,30.6,1.7,0.002,0,0.09,7.3,14,1.528
7828,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.008,18.47,9.43,0.002,0,0.9,6.81,40,0.303
7829,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.031,304,6.83,0.005,0,1.308,8.55,148,5.329
7830,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,682,8.44,0,0,0.838,8.32,140,35.489
7836,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.034,1206,20.73,0.011,0,1.421,7.92,77,7.709
