SITE_ID,EPA_REG,ECO_LEV_3,NUT_REG,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,HUC_2,HUC_8
NLA06608-0001,Region_8,41,II,II,NATURAL,WMTNS NATURAL,10,10010001
NLA06608-0002,Region_4,63,XIV,CPL,MAN-MADE,PLNLOW MAN-MADE,3,3050201
NLA06608-0002,Region_4,63,XIV,CPL,MAN-MADE,PLNLOW MAN-MADE,3,3050201
NLA06608-0003,Region_6,34,X,CPL,NATURAL,PLNLOW NATURAL,12,12110111
NLA06608-0003,Region_6,34,X,CPL,NATURAL,PLNLOW NATURAL,12,12110111
NLA06608-0004,Region_8,21,II,II,MAN-MADE,WMTNS MAN-MADE,14,14080202
NLA06608-0004,Region_8,21,II,II,MAN-MADE,WMTNS MAN-MADE,14,14080202
NLA06608-0005,Region_10,16,II,II,NATURAL,WMTNS NATURAL,17,17060201
NLA06608-0005,Region_10,16,II,II,NATURAL,WMTNS NATURAL,17,17060201
NLA06608-0006,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1100005
NLA06608-0006,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1100005
NLA06608-0007,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7050007
NLA06608-0007,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7050007
NLA06608-0008,Region_7,47,VI,VI,MAN-MADE,PLNLOW MAN-MADE,7,7100008
NLA06608-0008,Region_7,47,VI,VI,MAN-MADE,PLNLOW MAN-MADE,7,7100008
NLA06608-0010,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4090005
NLA06608-0010,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4090005
NLA06608-0012,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,11,11050003
NLA06608-0012,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,11,11050003
NLA06608-0013,Region_2,84,XIV,CPL,MAN-MADE,PLNLOW MAN-MADE,2,2040202
NLA06608-0013,Region_2,84,XIV,CPL,MAN-MADE,PLNLOW MAN-MADE,2,2040202
NLA06608-0014,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,9,9010003
NLA06608-0014,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,9,9010003
NLA06608-0015,Region_6,24,III,III,MAN-MADE,WMTNS MAN-MADE,13,13030101
NLA06608-0015,Region_6,24,III,III,MAN-MADE,WMTNS MAN-MADE,13,13030101
NLA06608-0016,Region_7,44,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,10,10190018
NLA06608-0016,Region_7,44,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,10,10190018
NLA06608-0019,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130104
NLA06608-0019,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130104
NLA06608-0020,Region_5,54,VI,VI,MAN-MADE,PLNLOW MAN-MADE,5,5120111
NLA06608-0020,Region_5,54,VI,VI,MAN-MADE,PLNLOW MAN-MADE,5,5120111
NLA06608-0021,Region_2,83,VII,VII,NATURAL,EHIGH NATURAL,4,4140201
NLA06608-0021,Region_2,83,VII,VII,NATURAL,EHIGH NATURAL,4,4140201
NLA06608-0023,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,12,12070202
NLA06608-0023,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,12,12070202
NLA06608-0024,Region_6,35,IX,IX,MAN-MADE,PLNLOW MAN-MADE,12,12020001
NLA06608-0024,Region_6,35,IX,IX,MAN-MADE,PLNLOW MAN-MADE,12,12020001
NLA06608-0025,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3050105
NLA06608-0025,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3050105
NLA06608-0029,Region_3,63,XIV,CPL,MAN-MADE,PLNLOW MAN-MADE,2,2040207
NLA06608-0029,Region_3,63,XIV,CPL,MAN-MADE,PLNLOW MAN-MADE,2,2040207
NLA06608-0031,Region_5,70,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5030201
NLA06608-0031,Region_5,70,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5030201
NLA06608-0033,Region_10,77,II,II,NATURAL,WMTNS NATURAL,17,17030001
NLA06608-0033,Region_10,77,II,II,NATURAL,WMTNS NATURAL,17,17030001
NLA06608-0036,Region_5,72,IX,IX,MAN-MADE,PLNLOW MAN-MADE,5,5140203
NLA06608-0036,Region_5,72,IX,IX,MAN-MADE,PLNLOW MAN-MADE,5,5140203
NLA06608-0037,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1100005
NLA06608-0037,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1100005
NLA06608-0038,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1110000
NLA06608-0038,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1110000
NLA06608-0041,Region_3,69,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5050005
NLA06608-0041,Region_3,69,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5050005
NLA06608-0042,Region_8,17,II,II,MAN-MADE,WMTNS MAN-MADE,10,10090206
NLA06608-0042,Region_8,17,II,II,MAN-MADE,WMTNS MAN-MADE,10,10090206
NLA06608-0043,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050001
NLA06608-0043,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050001
NLA06608-0044,Region_7,44,IV,IVnat,NATURAL,PLNLOW NATURAL,10,10150004
NLA06608-0044,Region_7,44,IV,IVnat,NATURAL,PLNLOW NATURAL,10,10150004
NLA06608-0045,Region_3,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,2,2080207
NLA06608-0045,Region_3,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,2,2080207
NLA06608-0048,Region_7,73,X,CPL,NATURAL,PLNLOW NATURAL,8,8020201
NLA06608-0048,Region_7,73,X,CPL,NATURAL,PLNLOW NATURAL,8,8020201
NLA06608-0049,Region_10,11,II,II,MAN-MADE,WMTNS MAN-MADE,17,17050201
NLA06608-0050,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1070003
NLA06608-0050,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1070003
NLA06608-0053,Region_2,83,VII,VII,NATURAL,EHIGH NATURAL,2,2010001
NLA06608-0053,Region_2,83,VII,VII,NATURAL,EHIGH NATURAL,2,2010001
NLA06608-0057,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3040105
NLA06608-0057,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3040105
NLA06608-0061,Region_9,81,III,III,MAN-MADE,WMTNS MAN-MADE,15,15030204
NLA06608-0061,Region_9,81,III,III,MAN-MADE,WMTNS MAN-MADE,15,15030204
NLA06608-0062,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130103
NLA06608-0062,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130103
NLA06608-0064,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10050002
NLA06608-0064,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10050002
NLA06608-0065,Region_8,15,II,II,NATURAL,WMTNS NATURAL,17,17010101
NLA06608-0065,Region_8,15,II,II,NATURAL,WMTNS NATURAL,17,17010101
NLA06608-0066,Region_3,69,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5020006
NLA06608-0066,Region_3,69,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5020006
NLA06608-0068,Region_8,21,II,II,MAN-MADE,WMTNS MAN-MADE,14,14030003
NLA06608-0068,Region_8,21,II,II,MAN-MADE,WMTNS MAN-MADE,14,14030003
NLA06608-0069,Region_4,75,XII,CPL,NATURAL,PLNLOW NATURAL,3,3080101
NLA06608-0069,Region_4,75,XII,CPL,NATURAL,PLNLOW NATURAL,3,3080101
NLA06608-0071,Region_6,73,X,CPL,NATURAL,PLNLOW NATURAL,8,8060100
NLA06608-0071,Region_6,73,X,CPL,NATURAL,PLNLOW NATURAL,8,8060100
NLA06608-0072,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,12,12070201
NLA06608-0072,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,12,12070201
NLA06608-0073,Region_9,13,III,III,MAN-MADE,WMTNS MAN-MADE,16,16050203
NLA06608-0073,Region_9,13,III,III,MAN-MADE,WMTNS MAN-MADE,16,16050203
NLA06608-0076,Region_7,40,IX,IX,MAN-MADE,PLNLOW MAN-MADE,10,10240012
NLA06608-0076,Region_7,40,IX,IX,MAN-MADE,PLNLOW MAN-MADE,10,10240012
NLA06608-0077,Region_2,58,VIII,VIII,MAN-MADE,EHIGH MAN-MADE,2,2030103
NLA06608-0077,Region_2,58,VIII,VIII,MAN-MADE,EHIGH MAN-MADE,2,2030103
NLA06608-0078,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,9,9020202
NLA06608-0078,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,9,9020202
NLA06608-0079,Region_8,21,II,II,NATURAL,WMTNS NATURAL,14,14050005
NLA06608-0079,Region_8,21,II,II,NATURAL,WMTNS NATURAL,14,14050005
NLA06608-0080,Region_6,73,X,CPL,NATURAL,PLNLOW NATURAL,8,8020402
NLA06608-0080,Region_6,73,X,CPL,NATURAL,PLNLOW NATURAL,8,8020402
NLA06608-0081,Region_10,2,II,II,NATURAL,WMTNS NATURAL,17,17110008
NLA06608-0081,Region_10,2,II,II,NATURAL,WMTNS NATURAL,17,17110008
NLA06608-0083,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130106
NLA06608-0083,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130106
NLA06608-0085,Region_10,12,III,III,MAN-MADE,WMTNS MAN-MADE,17,17050114
NLA06608-0085,Region_10,12,III,III,MAN-MADE,WMTNS MAN-MADE,17,17050114
NLA06608-0086,Region_10,3,I,II,NATURAL,WMTNS NATURAL,17,17080001
NLA06608-0086,Region_10,3,I,II,NATURAL,WMTNS NATURAL,17,17080001
NLA06608-0089,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3050101
NLA06608-0089,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3050101
NLA06608-0090,Region_8,17,II,II,NATURAL,WMTNS NATURAL,14,14040102
NLA06608-0090,Region_8,17,II,II,NATURAL,WMTNS NATURAL,14,14040102
NLA06608-0091,Region_5,54,VI,VI,NATURAL,PLNLOW NATURAL,7,7120001
NLA06608-0091,Region_5,54,VI,VI,NATURAL,PLNLOW NATURAL,7,7120001
NLA06608-0099,Region_5,53,VII,VII,NATURAL,PLNLOW NATURAL,7,7090001
NLA06608-0099,Region_5,53,VII,VII,NATURAL,PLNLOW NATURAL,7,7090001
NLA06608-0101,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1100005
NLA06608-0102,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1040002
NLA06608-0104,Region_7,27,V,V,MAN-MADE,PLNLOW MAN-MADE,11,11030015
NLA06608-0104,Region_7,27,V,V,MAN-MADE,PLNLOW MAN-MADE,11,11030015
NLA06608-0105,Region_8,19,II,II,MAN-MADE,WMTNS MAN-MADE,16,16030001
NLA06608-0105,Region_8,19,II,II,MAN-MADE,WMTNS MAN-MADE,16,16030001
NLA06608-0107,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050001
NLA06608-0110,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,9,9020103
NLA06608-0111,Region_5,61,VII,VII,MAN-MADE,EHIGH MAN-MADE,5,5030103
NLA06608-0112,Region_5,72,IX,IX,MAN-MADE,PLNLOW MAN-MADE,7,7140202
NLA06608-0113,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1110000
NLA06608-0115,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,4,4030202
NLA06608-0116,Region_6,21,II,II,MAN-MADE,WMTNS MAN-MADE,13,13020201
NLA06608-0120,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11060006
NLA06608-0120,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11060006
NLA06608-0124,Region_7,44,IV,IVnat,NATURAL,PLNLOW NATURAL,10,10210001
NLA06608-0126,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10160002
NLA06608-0126,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10160002
NLA06608-0127,Region_9,23,II,II,MAN-MADE,WMTNS MAN-MADE,15,15020001
NLA06608-0128,Region_8,42,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10050008
NLA06608-0128,Region_8,42,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10050008
NLA06608-0129,Region_8,15,II,II,NATURAL,WMTNS NATURAL,17,17010208
NLA06608-0129,Region_8,15,II,II,NATURAL,WMTNS NATURAL,17,17010208
NLA06608-0130,Region_9,79,III,III,MAN-MADE,WMTNS MAN-MADE,15,15050301
NLA06608-0132,Region_9,23,II,II,MAN-MADE,WMTNS MAN-MADE,14,14080204
NLA06608-0134,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1080207
NLA06608-0137,Region_9,13,III,III,NATURAL,WMTNS NATURAL,16,16050301
NLA06608-0139,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,5,5120106
NLA06608-0140,Region_7,47,VI,VI,MAN-MADE,PLNLOW MAN-MADE,10,10270103
NLA06608-0141,Region_3,63,XIV,CPL,MAN-MADE,PLNLOW MAN-MADE,2,2040205
NLA06608-0142,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7070001
NLA06608-0144,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,12,12060101
NLA06608-0144,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,12,12060101
NLA06608-0148,Region_5,55,VI,VI,MAN-MADE,PLNLOW MAN-MADE,5,5120204
NLA06608-0149,Region_3,60,VII,VII,NATURAL,EHIGH NATURAL,2,2050106
NLA06608-0150,Region_1,82,VIII,VIII,NATURAL,EHIGH NATURAL,1,1030003
NLA06608-0152,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11130303
NLA06608-0153,Region_3,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,2,2080207
NLA06608-0155,Region_5,54,VI,VI,NATURAL,PLNLOW NATURAL,7,7120006
NLA06608-0158,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7050001
NLA06608-0161,Region_4,75,XII,CPL,NATURAL,PLNLOW NATURAL,3,3100206
NLA06608-0162,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1080202
NLA06608-0167,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7010205
NLA06608-0167,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7010205
NLA06608-0168,Region_7,40,IX,IX,MAN-MADE,PLNLOW MAN-MADE,10,10290104
NLA06608-0169,Region_8,19,II,II,MAN-MADE,WMTNS MAN-MADE,14,14070003
NLA06608-0169,Region_8,19,II,II,MAN-MADE,WMTNS MAN-MADE,14,14070003
NLA06608-0170,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4060101
NLA06608-0173,Region_9,81,III,III,MAN-MADE,WMTNS MAN-MADE,18,18100200
NLA06608-0174,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,9,9020103
NLA06608-0174,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,9,9020103
NLA06608-0175,Region_5,55,VI,VI,MAN-MADE,PLNLOW MAN-MADE,5,5080002
NLA06608-0176,Region_6,73,X,CPL,NATURAL,PLNLOW NATURAL,8,8020203
NLA06608-0177,Region_1,58,VIII,VIII,MAN-MADE,EHIGH MAN-MADE,2,2010002
NLA06608-0179,Region_8,43,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,10,10140102
NLA06608-0179,Region_8,43,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,10,10140102
NLA06608-0180,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,11,11130203
NLA06608-0181,Region_9,13,III,III,NATURAL,WMTNS NATURAL,18,18090101
NLA06608-0183,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7030005
NLA06608-0184,Region_7,40,IX,IX,MAN-MADE,PLNLOW MAN-MADE,10,10300101
NLA06608-0185,Region_3,62,VIII,VIII,MAN-MADE,EHIGH MAN-MADE,2,2040106
NLA06608-0189,Region_3,70,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5030106
NLA06608-0189,Region_3,70,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5030106
NLA06608-0190,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,9,9030006
NLA06608-0191,Region_4,66,XI,XI,MAN-MADE,EHIGH MAN-MADE,6,6010202
NLA06608-0193,Region_10,77,II,II,MAN-MADE,WMTNS MAN-MADE,17,17110005
NLA06608-0195,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10160002
NLA06608-0196,Region_5,72,IX,IX,MAN-MADE,PLNLOW MAN-MADE,5,5120114
NLA06608-0198,Region_1,84,XIV,CPL,NATURAL,PLNLOW NATURAL,1,1090002
NLA06608-0201,Region_9,5,II,II,MAN-MADE,WMTNS MAN-MADE,18,18020128
NLA06608-0203,Region_4,68,XI,XI,MAN-MADE,EHIGH MAN-MADE,3,3160110
NLA06608-0204,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,11,11130302
NLA06608-0207,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3130003
NLA06608-0207,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3130003
NLA06608-0208,Region_6,73,X,CPL,MAN-MADE,PLNLOW MAN-MADE,8,8020302
NLA06608-0209,Region_10,2,II,II,NATURAL,WMTNS NATURAL,17,17110012
NLA06608-0209,Region_10,2,II,II,NATURAL,WMTNS NATURAL,17,17110012
NLA06608-0211,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,9,9020301
NLA06608-0212,Region_5,71,IX,IX,MAN-MADE,EHIGH MAN-MADE,5,5120208
NLA06608-0215,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7010204
NLA06608-0216,Region_7,47,VI,VI,MAN-MADE,PLNLOW MAN-MADE,10,10270202
NLA06608-0217,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3020201
NLA06608-0219,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050001
NLA06608-0220,Region_7,44,IV,IVnat,NATURAL,PLNLOW NATURAL,10,10150004
NLA06608-0221,Region_3,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,2,2080206
NLA06608-0222,Region_8,42,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10110101
NLA06608-0223,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3070103
NLA06608-0223,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3070103
NLA06608-0224,Region_7,39,XI,XI,MAN-MADE,EHIGH MAN-MADE,8,8020202
NLA06608-0224,Region_7,39,XI,XI,MAN-MADE,EHIGH MAN-MADE,8,8020202
NLA06608-0225,Region_8,42,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10030104
NLA06608-0225,Region_8,42,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10030104
NLA06608-0226,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1070002
NLA06608-0228,Region_8,26,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,11,11020008
NLA06608-0228,Region_8,26,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,11,11020008
NLA06608-0229,Region_2,58,VIII,VIII,NATURAL,EHIGH NATURAL,4,4150305
NLA06608-0234,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050006
NLA06608-0235,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,5,5120106
NLA06608-0237,Region_9,13,III,III,MAN-MADE,WMTNS MAN-MADE,15,15010011
NLA06608-0237,Region_9,13,III,III,MAN-MADE,WMTNS MAN-MADE,15,15010011
NLA06608-0238,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7010105
NLA06608-0239,Region_4,68,XI,XI,MAN-MADE,EHIGH MAN-MADE,6,6020004
NLA06608-0240,Region_8,42,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10050004
NLA06608-0241,Region_10,80,III,III,MAN-MADE,WMTNS MAN-MADE,16,16010202
NLA06608-0242,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1100001
NLA06608-0243,Region_8,43,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,10,10130102
NLA06608-0244,Region_6,26,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,11,11130206
NLA06608-0245,Region_9,6,III,III,MAN-MADE,WMTNS MAN-MADE,18,18050001
NLA06608-0247,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,10,10170203
NLA06608-0253,Region_4,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,3,3060203
NLA06608-0254,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,9,9020201
NLA06608-0255,Region_4,68,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5130108
NLA06608-0257,Region_8,15,II,II,MAN-MADE,WMTNS MAN-MADE,17,17010101
NLA06608-0259,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10160004
NLA06608-0260,Region_6,21,II,II,MAN-MADE,WMTNS MAN-MADE,13,13020102
NLA06608-0268,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11100303
NLA06608-0271,Region_5,55,VI,VI,NATURAL,PLNLOW NATURAL,5,5080001
NLA06608-0275,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130106
NLA06608-0276,Region_8,21,II,II,MAN-MADE,WMTNS MAN-MADE,11,11020002
NLA06608-0277,Region_10,12,III,III,MAN-MADE,WMTNS MAN-MADE,17,17040209
NLA06608-0279,Region_5,47,VI,VI,NATURAL,PLNLOW NATURAL,7,7020011
NLA06608-0280,Region_6,33,IX,IX,MAN-MADE,PLNLOW MAN-MADE,12,12030201
NLA06608-0281,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3040105
NLA06608-0283,Region_4,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,3,3160106
NLA06608-0284,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,11,11130302
NLA06608-0285,Region_3,63,XIV,CPL,MAN-MADE,PLNLOW MAN-MADE,2,2060008
NLA06608-0286,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4030106
NLA06608-0290,Region_10,9,II,II,MAN-MADE,WMTNS MAN-MADE,18,18020001
NLA06608-0290,Region_10,9,II,II,MAN-MADE,WMTNS MAN-MADE,18,18020001
NLA06608-0291,Region_5,53,VII,VII,NATURAL,PLNLOW NATURAL,4,4030201
NLA06608-0293,Region_1,59,XIV,CPL,NATURAL,EHIGH NATURAL,1,1100005
NLA06608-0294,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1110000
NLA06608-0295,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,10,10160010
NLA06608-0297,Region_4,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,3,3050204
NLA06608-0299,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050001
NLA06608-0302,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,9,9020101
NLA06608-0303,Region_5,55,VI,VI,MAN-MADE,PLNLOW MAN-MADE,4,4100012
NLA06608-0306,Region_10,80,III,III,MAN-MADE,WMTNS MAN-MADE,17,17120004
NLA06608-0312,Region_7,40,IX,IX,MAN-MADE,PLNLOW MAN-MADE,10,10270104
NLA06608-0313,Region_4,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,3,3040201
NLA06608-0318,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4010201
NLA06608-0319,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3060101
NLA06608-0324,Region_3,69,XI,XI,MAN-MADE,EHIGH MAN-MADE,6,6010205
NLA06608-0325,Region_4,75,XII,CPL,NATURAL,PLNLOW NATURAL,3,3080101
NLA06608-0326,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1100003
NLA06608-0327,Region_4,73,X,CPL,NATURAL,PLNLOW NATURAL,8,8060204
NLA06608-0328,Region_6,35,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11140304
NLA06608-0328,Region_6,35,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11140304
NLA06608-0330,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4070006
NLA06608-0332,Region_6,38,XI,XI,MAN-MADE,EHIGH MAN-MADE,11,11110103
NLA06608-0333,Region_2,64,IX,IX,MAN-MADE,EHIGH MAN-MADE,2,2030105
NLA06608-0334,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,9,9010005
NLA06608-0337,Region_10,2,II,II,NATURAL,WMTNS NATURAL,17,17110019
NLA06608-0339,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130106
NLA06608-0340,Region_6,21,II,II,MAN-MADE,WMTNS MAN-MADE,13,13020201
NLA06608-0341,Region_2,83,VII,VII,NATURAL,EHIGH NATURAL,4,4140202
NLA06608-0343,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,7,7020003
NLA06608-0344,Region_7,47,VI,VI,MAN-MADE,PLNLOW MAN-MADE,10,10200203
NLA06608-0345,Region_3,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3010103
NLA06608-0350,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7050003
NLA06608-0354,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1070004
NLA06608-0356,Region_6,26,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,11,11080001
NLA06608-0357,Region_1,58,VIII,VIII,MAN-MADE,EHIGH MAN-MADE,1,1080206
NLA06608-0358,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1040001
NLA06608-0359,Region_8,46,VI,VI,MAN-MADE,PLNLOW MAN-MADE,7,7020001
NLA06608-0361,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3050101
NLA06608-0363,Region_5,56,VII,VII,MAN-MADE,PLNLOW MAN-MADE,4,4050001
NLA06608-0366,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7010106
NLA06608-0367,Region_5,61,VII,VII,MAN-MADE,EHIGH MAN-MADE,4,4110002
NLA06608-0369,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,2,2010005
NLA06608-0372,Region_8,26,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,11,11020002
NLA06608-0373,Region_9,8,II,II,MAN-MADE,WMTNS MAN-MADE,18,18090208
NLA06608-0376,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11070107
NLA06608-0377,Region_3,67,XI,XI,MAN-MADE,EHIGH MAN-MADE,2,2050301
NLA06608-0378,Region_8,42,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10030104
NLA06608-0384,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10110101
