"SITEID_12","SITEID_07","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC2","HUC8","ECO3","ECO3_2015","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol"
"NLA12_KS-108","NLA06608-0140",39.63835365,-95.45681141,26.86449268,1.5,4.019917365,321.71,10,10270103,47,47,"Region_7",462,8900,1194,261,3289,8.53,22.8076923076923,6.2721568627451
"NLA12_KS-109","",39.34884684,-95.04339042,4.302133103,3.65,0.931324617,289.68,10,10240011,40,40,"Region_7",378,5740,567,46,6451.5,8.305,25.1423076923077,6.2721568627451
"NLA12_KS-114","",38.50796545,-94.67326537,110.0385555,5.7,9.352800179,295.82,10,10290102,40,40,"Region_7",229,4650,588,46,2058,8.33,22.0410256410256,6.27816993464052
"NLA12_KS-121","",38.46591903,-95.73481047,12.19011237,1.9,1.733290245,325.16,10,10290101,40,40,"Region_7",341,5730,643,68,1885,8.49,27.6474358974359,6.26078431372549
"NLA12_KS-122","NLA06608-3532",39.499124,-98.3634546,4645.062434,13,140.9739196,443.97,10,10260015,27,27,"Region_7",933,6140,534,60,6410,8.5,25.8679487179487,6.51601307189542
"NLA12_KS-124","",37.3942844,-96.84852194,20.08173323,2.3,2.653633834,397.9,11,11030018,28,28,"Region_7",246,4320,678,103,1246,8.29,24.6,6.34261437908497
"NLA12_KS-125","",39.15644714,-94.78795224,124.5710013,15,11.10236765,251.58,10,10240011,40,40,"Region_7",441,3420,309,16,1555,8.52,17.8820512820513,6.2756862745098
"NLA12_KS-126","",37.49187855,-95.07715481,2.634535372,1.6,0.629878211,276.89,11,11070205,40,40,"Region_7",144.2,5980,2130,455,10441,7.92,29.6538461538462,6.32718954248366
"NLA12_KS-130","",38.79840973,-94.76668793,7.185480548,2.7,1.173348387,308.62,10,10300101,40,40,"Region_7",280,6610,968,45,5100,8.64,25.0269230769231,6.27816993464052
"NLA12_KS-138","",37.63437988,-97.39649824,10.80830283,4.6,1.45097512,392.44,11,11030013,27,27,"Region_7",674,3290,329,12,1088,8.61,25.3589743589744,6.44960784313725
"NLA12_KS-R02","NLA06608-R746",38.12220448,-94.8915798,50.27754173,9,6.827095521,269.91,10,10290102,40,40,"Region_7",262,4140,650,47,4970,8.52,24.4551282051282,6.27816993464052
"NLA12_KS-R07","NLA06608-R723",37.10220721,-96.79578267,28.55816947,5.2,4.688812053,353.39,11,11060001,28,28,"Region_7",285,4290,775,71,13633,8.33,25.175641025641,6.34261437908497
"NLA12_KS-R08","NLA06608-R728",38.79133099,-95.97942873,10.94023339,6.7,2.23440972,346.43,10,10290101,40,40,"Region_7",295,4780,606,37,4073,8.57,23.4025641025641,6.26078431372549
"NLA12_KS-R11","NLA06608-R764",37.23385644,-96.18525789,173.9722505,5.2,18.0242638,266.84,11,11070106,29,29,"Region_7",223,3960,328,25,5772,8.29,25.5538461538462,6.34261437908497
"NLA12_KY-101","NLA06608-0388",36.67911865,-83.71182785,90.55714639,25,10.45708467,390.75,5,5130101,69,69,"Region_4",34.15,1220,103,14.5,5965,7.235,17.9179487179487,5.79366013071895
"NLA12_KY-102","NLA06608-0804",37.06736918,-87.66376146,20.41576571,5.5,3.273223792,138.38,5,5140205,72,71,"Region_4",161.7,3850,379,25,1869,8.09,20.6897435897436,-0.33921568627451
"NLA12_KY-103","NLA06608-0447",38.48626189,-82.87261725,70.45611645,7.8,10.58987903,182.27,5,5090104,70,70,"Region_4",82.3,2250,166,22,6829,7.46,22.7589743589744,5.74934640522876
"NLA12_KY-104","",36.50433221,-89.33692644,7.434819774,1.1,1.778341669,86.87,8,8010202,73,73,"Region_4",310,17830,2498,483,1427,7.9,26.1012820512821,6.26437908496732
"NLA12_KY-107","NLA06608-1796",37.69858857,-84.22950013,50.06446701,6.15,7.750053659,274.92,5,5100205,71,71,"Region_4",233.5,3655,654.5,47,3762,8.73,22.5076923076923,5.82895424836601
"NLA12_KY-114","NLA06608-4463",37.33610144,-86.15640465,2204.701389,16,232.08071,156.97,5,5110001,71,72,"Region_4",256,2250,1373,25,2356,8.41,19.5576923076923,6.12294117647059
"NLA12_KY-116","NLA06608-4156",37.35169484,-87.52614577,151.083712,5.6,8.668768544,131.67,5,5140205,72,72,"Region_4",250,3290,415,26,4157,8.84,28.4615384615385,-0.33921568627451
"NLA12_KY-117","",38.2111868,-85.40376582,1.880156679,5.1,0.623515695,209.23,5,5140102,71,71,"Region_4",247,4390,775,75,3817,8.11,17.951282051282,6.02313725490196
"NLA12_KY-120","",36.87545566,-88.49023699,16.18263377,1.6,2.129295979,119.52,6,6040006,74,74,"Region_4",85,5290,1254,158,20298,7.56,28.3,6.16777777777778
"NLA12_KY-122","",38.20711945,-85.14063673,156.2603558,8.2,26.58797655,222.96,5,5140102,71,71,"Region_4",234,2990,1030,95,1711,8.21,17.1384615384615,6.02313725490196
"NLA12_LA-101","NLA06608-0071",31.66739711,-91.50773471,460.2092131,3.9,30.1084479,15.17,8,8040306,73,73,"Region_6",247.5,5970,1365.5,381,15705,8.735,29.6371794871795,6.01653594771242
"NLA12_LA-102","NLA06608-4686",31.3826592,-92.72750943,1181.521367,4.2,56.01573543,30.36,11,11140207,35,35,"Region_6",213,7480,538,112,20886,7.72,30.35,5.98771241830065
"NLA12_LA-103","NLA06608-3911",30.53687948,-92.44030014,36.97062076,2.4,3.436463979,12.19,8,8080201,34,34,"Region_6",143.6,5170,708,215,16657,7.66,29.1935897435897,5.81673202614379
"NLA12_LA-104","NLA06608-1608",32.33548183,-93.42201588,6276.012165,3.5,154.1644307,42.57,11,11140203,35,35,"Region_6",102.6,16110,691,66,5285,7.63,28.9948717948718,6.14137254901961
"NLA12_LA-105","NLA06608-2823",31.31650271,-92.73712184,652.3204489,2,36.58470948,30.12,11,11140207,35,35,"Region_6",62.9,5850,358,68,16827,7.47,29.3692307692308,5.98771241830065
"NLA12_LA-106","NLA06608-2092",32.71181859,-91.70543665,50.1152865,2.5,6.9286526,26.76,8,8050001,73,73,"Region_6",56.2,10580,1694,109,2633,7.73,30.1371794871795,6.13254901960784
"NLA12_LA-109","",31.91895699,-91.22708935,33.8466449,1.6,4.125765532,16.98,8,8060100,73,73,"Region_6",429,5180,1380,397,19181,8.52,32.3935897435897,6.01653594771242
"NLA12_LA-134","",29.87714604,-92.79850122,16236.20987,2.95,110.1784399,0,8,8080202,34,34,"Region_6",1402.5,7585,747.5,153,8858.5,8.02,29.7775641025641,6.17901960784314
"NLA12_LA-141","",31.27688512,-91.63026546,23.26697468,1,3.182579401,10.69,8,8060100,73,73,"Region_6",370,15460,9500,3085,18973,8.59,35.5,6.01653594771242
"NLA12_LA-152","",30.8320389,-92.48221774,149.7906972,3.4,12.41428016,29.46,8,8080201,35,35,"Region_6",39.6,8560,708,45,2232,7.3,28.6205128205128,5.81673202614379
"NLA12_LA-154","",32.35170266,-93.76873875,5.391149697,1.1,1.4607348,43.21,11,11140206,35,35,"Region_6",102.5,14750,6544,1054,2178,6.69,28.7115384615385,6.14137254901961
"NLA12_LA-155","",32.58069163,-93.2587742,4.504617221,3,1.01424586,75.9,11,11140203,35,35,"Region_6",68.4,5420,353,23,1831,6.66,31.3064102564103,6.14137254901961
"NLA12_LA-161","",31.49306187,-92.68523484,27.34948818,5.9,5.105018707,23.19,11,11140207,35,35,"Region_6",325,5780,615,55,4963,8.31,26.5858974358974,5.98771241830065
"NLA12_LA-172","",30.42278073,-91.16499276,17.39467541,1,2.53880747,8.09,8,8070202,74,74,"Region_6",132.4,5750,1948,427,7093,9.14,34.7974358974359,5.75398692810457
"NLA12_MA-101","NLA06608-0710",41.75998432,-70.65598838,15.24574108,4.45,1.555735144,1.75,1,1090002,84,84,"Region_1",203.5,2355,214.5,34,6357.5,6.88,20.9871794871795,5.77562091503268
"NLA12_MA-102","NLA06608-0454",41.98955896,-71.20506636,202.4299208,2,12.3699542,30.85,1,1090004,59,59,"Region_1",372,3980,388,14,690,7.3,21.3051282051282,5.62418300653595
"NLA12_MA-103","NLA06608-0357",42.31302099,-73.13713927,58.46346487,3,5.075888956,536.84,1,1080206,58,58,"Region_1",27.7,5250,395,15,357,6.68,17.9525641025641,5.46490196078431
"NLA12_MA-104","NLA06608-0610",42.69394175,-71.37031557,66.35108379,7.8,5.209021211,45.85,1,1070006,59,59,"Region_1",293,4290,739,25,248,7.66,22.5448717948718,5.40281045751634
"NLA12_MA-105","",42.64690672,-72.21849668,138.408573,6.75,16.01302069,195.05,1,1080202,58,58,"Region_1",44,5280,339,22.5,1508.5,6.71,17.7217948717949,5.40738562091503
"NLA12_MA-106","",42.25891476,-71.93931,25.73375839,4.2,2.841519794,301.88,1,1080204,59,59,"Region_1",36.4,2910,278,13,1347,7.1,21.8371794871795,5.40281045751634
"NLA12_MA-108","",42.02607407,-70.88609036,4.21272213,1.5,0.99983937,18.75,1,1090004,59,59,"Region_1",107.6,3930,474,48,3686,6.73,22.2,5.72745098039216
"NLA12_MA-109","",42.14480404,-72.5129138,11.43422349,10.4,1.563511185,62.57,1,1080204,59,59,"Region_1",124.7,2630,261,7,623,7.26,19.0435897435897,5.40738562091503
"NLA12_MA-110","",42.30567112,-72.83293844,47.74847149,13.8,3.063454403,336.92,1,1080206,58,58,"Region_1",37.7,2500,238,13,1534,7.01,16.5833333333333,5.40738562091503
"NLA12_MA-111","",41.81248656,-70.63822658,10.84372116,3.5,1.9195869,13.74,1,1090002,84,84,"Region_1",48.7,1500,224,29,3824,6.71,21.9487179487179,5.77562091503268
"NLA12_MD-101","NLA06608-1538",39.70336556,-78.6529137,85.66903349,11.25,7.640168712,380.07,2,2070002,67,67,"Region_3",93.65,3310,224.5,5,1465,7.91,18.1576923076923,5.66895424836601
"NLA12_MD-102","NLA06608-1821",39.2161943,-76.85372655,12.71046189,1.2,2.148415986,90.62,2,2060006,64,64,"Region_3",311,4250,890,81,3222,7.84,28.0461538461538,5.71392156862745
"NLA12_MD-103","NLA06608-2114",39.68564758,-79.23041764,12.75269087,3.1,1.873362385,779.28,5,5020006,69,69,"Region_3",610,1900,271,5,2759,7.4,23.9474358974359,5.63281045751634
"NLA12_MD-104","NLA06608-1389",38.37558017,-75.60016513,52.58747903,1.6,8.000661624,2.91,2,2060007,63,63,"Region_3",150.1,3460,2343,165,22267,9.13,27.4910256410256,5.90673202614379
"NLA12_MD-105","",38.42355954,-75.56048462,20.6297774,1.7,4.247705615,10.81,2,2060007,63,63,"Region_3",97.3,5380,741,84,14068.5,7.59,26.8237179487179,5.90673202614379
"NLA12_MD-108","NLA06608-3613",39.13192095,-77.1313764,77.27868199,2.5,8.410327081,101.6,2,2070010,64,64,"Region_3",162.2,3780,570,42,9522,9.76,27.6038461538462,5.74647058823529
"NLA12_MD-115","",38.32546039,-76.43280178,1.236693738,1.2,0.465807958,2.05,2,2060006,63,63,"Region_3",1589,8040,1548,87,14665,7.89,29.2512820512821,6.01470588235294
"NLA12_MD-118","",39.24393515,-75.8567384,21.09182722,0.9,2.864234526,8.69,2,2060002,63,63,"Region_3",165.8,2030,5800,50,12767,7.35,26.6,5.66653594771242
"NLA12_ME-101","NLA06608-1558",44.87942422,-68.22634141,103.9488395,3.15,6.052488273,98.23,1,1050002,82,82,"Region_1",22.2,3650,250,5,2850,7.1,22.7916666666667,2.09869281045752
"NLA12_ME-102","NLA06608-0918",45.63439161,-70.36642133,282.8830619,25,10.73532486,378.84,1,1030001,58,58,"Region_1",32,6200,300,8,2500,7.5,14.8076923076923,5.23745098039216
"NLA12_ME-103","NLA06608-1174",45.33651721,-70.66750065,272.7762509,27.3,23.28124731,385.45,1,1030002,58,58,"Region_1",42.7,4900,300,6,3800,7.5,13.6564102564103,5.23745098039216
"NLA12_ME-104","NLA06608-0913",46.37254151,-69.22930798,104.3875226,2.3,11.14440316,307.8,1,1010002,58,58,"Region_1",91.1,8800,600,12,3900,8.7,23.3807692307692,5.03843137254902
"NLA12_ME-105","NLA06608-0657",46.16781234,-69.00231021,47.27535221,2.2,3.340424941,271.91,1,1020002,58,58,"Region_1",35.9,6700,600,13,1600,7.5,23.2038461538462,5.03843137254902
"NLA12_ME-106","NLA06608-0102",44.5061147,-70.72230229,51.55268124,32,3.989093651,330.37,1,1040002,58,58,"Region_1",19,4000,300,6,2700,7.3,11.7833333333333,5.22065359477124
"NLA12_ME-107","NLA06608-0914",44.76671955,-67.69865499,83.44653561,13.5,7.084782016,69.91,1,1050002,82,82,"Region_1",20.7,3100,200,4,1400,6.8,17.4230769230769,-1.16764705882353
"NLA12_ME-108","NLA06608-0401",47.17249324,-68.24525882,2677.178363,31,53.32502067,177.26,1,1010003,82,82,"Region_1",85.4,3700,300,9,1100,8.1,15.2602564102564,5.01222222222222
"NLA12_ME-109","NLA06608-0150",44.85554819,-69.23749986,1887.921208,16.5,46.67428231,60.78,1,1030003,82,82,"Region_1",115,4900,400,15,500,8,17.874358974359,5.15411764705882
"NLA12_ME-110","NLA06608-1238",44.0417217,-70.52594229,537.0273064,18,14.10139974,129.68,1,1060001,58,58,"Region_1",54.8,2400,200,6,1100,7.3,18.4365853658537,5.22065359477124
"NLA12_ME-113","",45.28593111,-68.89350155,4.39936651,1.8,0.820081066,111.42,1,1020004,82,82,"Region_1",13.4,9300,100,22,1840,5.9,20.1205128205128,5.00915032679739
"NLA12_ME-114","",44.52528541,-69.98649383,161.622639,23.2,12.05775178,105.04,1,1040002,82,82,"Region_1",52,3800,300,6,3740,7.6,13.5987179487179,5.15411764705882
"NLA12_ME-115","",45.77842979,-69.12446592,3.390103339,4.8,0.903905258,340.18,1,1020001,58,58,"Region_1",20.8,6200,400,9,2000,7,15.4589743589744,5.00915032679739
"NLA12_ME-116","",45.50588593,-69.95373547,13.65672865,3,1.812984604,403.14,1,1030001,58,58,"Region_1",22.5,4800,400,13,4300,7,22.8868421052632,5.00915032679739
"NLA12_ME-118","",44.21313172,-69.52650339,29.69501857,8.7,3.086700977,54.08,1,1050003,82,82,"Region_1",39.1,3700,300,11,1400,7.2,18.0192307692308,5.15411764705882
"NLA12_ME-120","",45.33344114,-69.26658734,22.7184264,5.7,2.929753632,186.94,1,1020004,82,82,"Region_1",19.2,6700,400,10,2200,7,20.1089743589744,5.00915032679739
"NLA12_ME-121","",43.84598141,-70.89131484,20.57426252,12.1,2.058793348,117.13,1,1060002,58,58,"Region_1",40.7,2700,300,11,4000,7.2,16.15,5.51679738562092
"NLA12_ME-122","",44.78163002,-67.20470823,130.3503971,5,20.19940667,22.95,1,1050002,82,82,"Region_1",46,6400,500,11,3200,7,20.48,-1.16764705882353
"NLA12_ME-126","",44.87076276,-67.58003846,11.03774624,4.75,1.8555261,60.31,1,1050002,82,82,"Region_1",22.2,3850,250,4.5,2600,7.1,23.4339743589744,-1.16764705882353
"NLA12_ME-129","",45.44708588,-68.1886754,15.42393703,2.9,2.128940369,114.41,1,1020003,82,82,"Region_1",63.6,6800,400,13,2200,7.7,23.1628205128205,1.74444444444444
"NLA12_ME-130","",44.4160406,-70.26430126,7.822505529,5.1,1.334754662,233.06,1,1040002,58,58,"Region_1",15.4,4600,300,7,1100,6.7,19.9782051282051,5.22065359477124
"NLA12_ME-134","",44.43398548,-69.38994854,2.075856036,3,0.580286159,200.68,1,1050003,82,82,"Region_1",66,4100,300,10,1300,8.1,24.9589743589744,5.15411764705882
"NLA12_ME-135","",46.03358616,-68.06506684,162.4682572,4.7,7.454977598,189.82,1,1020003,82,82,"Region_1",27.6,4500,300,9,1700,7.4,20.7025641025641,5.03843137254902
"NLA12_ME-137","",43.76837527,-70.60856237,18.17223725,5.6,2.866291676,93.11,1,1060002,59,59,"Region_1",36.6,6600,400,16,3570,6.6,15.3230769230769,5.51679738562092
"NLA12_ME-R02","NLA06608-ACAD_LAKES_0435",44.40802473,-68.26846793,7.388289717,4.4,1.476294041,42.81,1,1050002,82,82,"Region_1",24.4,2680,205,13,3540,6.76,24.701282051282,2.09869281045752
"NLA12_ME-R03","NLA06608-ELS:1C3-003",45.65308983,-69.92693773,16.37776262,5,2.066630214,330.66,1,1030001,58,58,"Region_1",15.38,7080,239,12,404,6.86,22.6435897435897,5.00915032679739
"NLA12_ME-R06","NLA06608-ELS:1E3-012",46.94446563,-68.87102341,12.06401995,9.7,1.285735838,390.6,1,1010003,58,58,"Region_1",52,2100,180,9,3197,7.55,21.3410256410256,5.03843137254902
"NLA12_ME-R07","NLA06608-EMAP:ME254L",46.35302208,-69.0573662,38.99325929,16.1,2.773735367,343.61,1,1010004,58,58,"Region_1",45.3,4120,220,9,3063,7.57,18.6961538461538,5.03843137254902
"NLA12_ME-R08","NLA06608-EMAP:ME518L",45.34667189,-67.91202186,625.5059963,28,17.65294441,97.04,1,1050001,82,82,"Region_1",22.6,3970,230,10,3827,7.09,17.1641025641026,-1.56503267973856
"NLA12_ME-R10","NLA06608-NELP-0955",46.96580352,-68.85604358,102.9839841,26.2,5.948079061,344.87,1,1010003,58,58,"Region_1",45.7,2840,153,10,4105,7.29,15.9358974358974,5.03843137254902
"NLA12_ME-R11","NLA06608-NELP-1041",44.36838057,-69.11599687,144.5623426,3.3,6.296272242,69.58,1,1050002,82,82,"Region_1",36.7,6410,329,17,3307,7.09,25.8846153846154,5.15411764705882
"NLA12_ME-R15","NLA06608-NELP-3586",45.7539699,-69.07586512,87.42518393,46.2,4.811168778,193.05,1,1020001,58,58,"Region_1",19.11,3740,145,12,5536,7.14,9.06666666666666,5.00915032679739
"NLA12_MI-101","NLA06608-0234",43.21860654,-85.46809659,20.59036148,6.2,1.989710514,224.37,4,4050006,56,56,"Region_5",274,6170,696.5,16,725,8.44,25.4769230769231,5.92640522875817
"NLA12_MI-102","NLA06608-1626",43.94203389,-86.44955883,239.2614117,12.9,18.77734746,176.99,4,4060101,56,56,"Region_5",365,2570,588,46,7083,8.65,20.6730769230769,6.22653594771242
"NLA12_MI-103","NLA06608-1162",44.43034743,-83.92044853,105.5829396,15,7.786971447,273.24,4,4070007,50,50,"Region_5",243,8510,581,29,6666,8.38,19.2461538461538,5.82385620915033
"NLA12_MI-104","NLA06608-1771",42.37792782,-86.04479965,109.0730023,8.7,7.760964342,203.67,4,4050002,56,56,"Region_5",240,7460,619,18,3255,8.54,27.3807692307692,6.42124183006536
"NLA12_MI-105","NLA06608-0938",43.2314452,-86.31568591,1899.63343,18.2,49.51063769,176.65,4,4060102,56,56,"Region_5",359,6170,546,44,6450,8.5,23.1051282051282,6.22653594771242
"NLA12_MI-106","NLA06608-1434",45.17151443,-84.98252331,184.4345589,6,6.069711082,214.79,4,4060105,51,51,"Region_5",279,6340,511,36,11372,8.37,23.3589743589744,5.94705882352941
"NLA12_MI-107","NLA06608-1334",45.41585495,-84.84528421,957.6001108,16,28.32591962,181.95,4,4070004,50,50,"Region_5",299,3640,318,31,10681,8.52,20.4433333333333,5.94705882352941
"NLA12_MI-108","NLA06608-1003",42.08123991,-86.21361091,81.73778302,9,3.690177151,232.46,4,4050001,56,56,"Region_5",144.2,5130,558,14,504,8.26,24.76875,6.42124183006536
"NLA12_MI-109","NLA06608-1130",42.62319809,-85.19033981,177.5017494,9.5,14.54437771,241.34,4,4050007,56,56,"Region_5",537,4690,569,44,7537,8.44,19.4388888888889,6.08411764705882
"NLA12_MI-110","NLA06608-1034",42.7448541,-83.30902829,11.22241463,10.1,1.454315343,301.57,4,4090003,56,56,"Region_5",609,8680,551,10,3673,8.52,23.3871794871795,5.94633986928105
"NLA12_MI-111","NLA06608-1487",42.2158744,-83.58440358,384.9121869,8.5,17.21910366,218.11,4,4090005,57,57,"Region_5",759,5930,958,36,3162,8.54,28.1051282051282,5.94633986928105
"NLA12_MI-112","NLA06608-0363",41.94278644,-85.31406375,195.7958733,13.1,11.53051229,258.64,4,4050001,56,56,"Region_5",445,5630,790,38,7977,8.5,25.3102564102564,6.10450980392157
"NLA12_MI-113","NLA06608-1450",43.62015035,-85.28522778,88.64700506,15.5,4.378988544,292.17,4,4060102,50,50,"Region_5",284,4240,436,75,14557,8.5,20.1038461538462,5.92640522875817
"NLA12_MI-114","NLA06608-1782",42.51653009,-83.79679212,63.78462006,6.5,4.692244429,274.5,4,4090005,56,56,"Region_5",747,7090,659,51,10271,8.44,25.0833333333333,5.94633986928105
"NLA12_MI-115","NLA06608-1387",42.18639352,-85.57428357,131.8145051,2.6,4.469202458,260.47,4,4050003,56,56,"Region_5",484,6420,588,15,1408,8.99,28.6,6.08411764705882
"NLA12_MI-116","NLA06608-0734",47.12988727,-88.31624411,69.27843573,3.2,4.89305436,189.3,4,4020103,50,50,"Region_5",54.9,16050,514,36,2475,7.57,22.88,5.9478431372549
"NLA12_MI-117","NLA06608-0010",42.61885968,-83.50544419,30.03726716,11.2,2.423465243,284.65,4,4090005,56,56,"Region_5",755,4720,489,18,7668,8.47,25.574358974359,5.94633986928105
"NLA12_MI-118","NLA06608-0286",46.1517719,-88.83001694,55.62427711,17.5,4.034213353,497.39,4,4030106,50,50,"Region_5",21.5,3850,389,8,270,6.69,14.6147058823529,5.53058823529412
"NLA12_MI-120","",41.79511788,-86.47416191,4.425981362,4.9,0.860247501,209.88,4,4040001,56,56,"Region_5",473,6950,781,49,11278,8.47,25.375,6.11915032679739
"NLA12_MI-122","",45.12471531,-84.17989786,58.51410658,26.3,3.300850382,264.76,4,4070005,50,50,"Region_5",273,2610,218,21,7055,8.38,19.524358974359,5.94705882352941
"NLA12_MI-123","",41.88595109,-84.59594103,19.08103971,14.6,1.769332583,334.29,4,4050001,56,56,"Region_5",369,7680,501,22,6881,8.48,21.9384615384615,6.12562091503268
"NLA12_MI-124","NLA06608-4867",43.37342619,-86.14530228,20.7984169,2.9,2.059968311,198.02,4,4060102,56,56,"Region_5",251,5950,616,38,17242,8.42,28.7923076923077,6.22653594771242
"NLA12_MI-125","",46.79211529,-88.25774765,23.58284069,2.7,2.081826776,304.03,4,4020105,50,50,"Region_5",62.5,11920,513,21,1710,7.36,23.2897435897436,5.53058823529412
"NLA12_MI-126","",44.88662282,-84.39873637,19.90411384,8.5,3.370563808,371.44,4,4070007,50,50,"Region_5",212,7300,669,39,11667,8.35,21.2358974358974,5.61104575163399
"NLA12_MI-128","",42.20474298,-85.70757399,59.29438337,15.2,5.744637724,272.05,4,4050003,56,56,"Region_5",273,4180,395,10,2693,8.62,24.3153846153846,6.08411764705882
"NLA12_MI-129","",43.95733488,-85.00046365,25.87205168,21,3.043696223,329.08,4,4060102,50,50,"Region_5",300,5230,488,21,7450,8.46,13.8375,5.92640522875817
"NLA12_MI-130","",45.1352057,-85.10758971,16.26658094,3.5,2.194384875,184.01,4,4060105,51,51,"Region_5",387,3540,589,34,9904,8.28,18.3948717948718,5.94705882352941
"NLA12_MI-132","",45.45225051,-87.75739561,13.21825643,4.5,1.421454041,213.03,4,4030108,50,50,"Region_5",82.1,12700,1246,15,290,7.8,26.0910256410256,6.08535947712418
"NLA12_MI-133","",44.72909861,-84.92612676,6.35230531,7.7,0.970859405,362.01,4,4060103,50,50,"Region_5",240,2430,210,25,10043,8.34,20.7371794871795,5.61104575163399
"NLA12_MI-135","",42.41405836,-83.93137109,36.94498424,11.5,3.458249816,258.95,4,4090005,56,56,"Region_5",473,8550,568,22,5039,8.43,17.8363636363636,5.94633986928105
"NLA12_MI-136","",43.36480531,-85.37979014,19.92870769,6.7,1.690808032,278.58,4,4060102,50,50,"Region_5",51,12830,721,17,330,7.17,24.8987179487179,5.92640522875817
"NLA12_MI-137","",46.27677652,-88.06319489,1.596551665,8.5,0.507061518,455.66,4,4030107,50,50,"Region_5",32.7,8480,708,19,804,7.68,17.5,5.53058823529412
"NLA12_MI-138","",45.74250132,-84.41060851,101.8587675,3.6,7.514422374,184.98,4,4070003,50,50,"Region_5",215,14910,1130,34,11607,8.68,21.16,5.94705882352941
"NLA12_MI-139","",42.38808843,-84.90798786,2.696718707,6.9,0.646357608,282.31,4,4050003,56,56,"Region_5",450.5,19085,1517.5,33,6385,8.425,18.9781135531136,6.05490196078431
"NLA12_MI-141","",46.69731067,-88.08197567,18.05137001,15.2,1.875611727,551.15,4,4030107,50,50,"Region_5",24.5,5230,359,19,1423,7.32,12.68,5.53058823529412
"NLA12_MI-142","",43.48649233,-84.76870838,3.44861954,3.6,0.762027949,238.35,4,4080202,56,56,"Region_5",448,15980,1204,75,34151,8.26,21.9717948717949,5.96509803921569
"NLA12_MI-144","",41.87226233,-85.86229695,3.033750795,2.7,0.773881589,258.16,4,4050001,56,56,"Region_5",285,5210,643,26,6635,7.98,29.33,6.10450980392157
"NLA12_MI-145","",43.7979845,-85.31301037,35.79299385,12,2.675697731,349.89,4,4060102,50,50,"Region_5",203,9450,779,29,2264,8.22,19.5615384615385,5.92640522875817
"NLA12_MI-148","",45.95449781,-87.98000286,119.956222,17,5.348138278,347.99,4,4030108,50,50,"Region_5",276,6600,379,8,1820,8.81,19.6833333333333,6.08535947712418
"NLA12_MI-150","",46.50629005,-86.25490374,19.06054688,1.9,2.146218024,276.51,4,4060106,50,50,"Region_5",75.1,11750,720,23,3345,8.26,23.8333333333333,5.80823529411765
"NLA12_MI-151","",42.69438266,-84.53228457,8.421188949,6.6,1.658583111,251.36,4,4050004,56,56,"Region_5",413,5070,398,10,1046,8.97,26.225,6.05490196078431
"NLA12_MI-152","",42.75737274,-85.63804424,9.663838158,7,1.377962467,240.06,4,4050006,56,56,"Region_5",191.3,24530,1236,30,2222,7.25,17.5785714285714,6.08411764705882
"NLA12_MI-155","",42.47782363,-84.16713158,12.24327281,7.4,1.520619599,285.17,4,4090005,56,56,"Region_5",401,10690,1085,25,1284,8.62,19.55,6.05490196078431
"NLA12_MI-161","",44.24710638,-85.48183584,1048.973014,6,17.13005271,392.8,4,4060102,50,50,"Region_5",140.2,9120,610,30,4339,7.99,24.5833333333333,5.80307189542484
"NLA12_MI-162","",46.46325834,-85.71666173,59.06040392,21.7,3.373757957,272.84,4,4020201,50,50,"Region_5",20,3120,246,5,163,7.33,19.5282051282051,5.77549019607843
"NLA12_MI-164","",46.39966736,-87.44973497,12.28863934,0.9,2.307426427,357.63,4,4030110,50,50,"Region_5",39.1,11860,1168,47,3272,6.68,23.1,5.80823529411765
"NLA12_MI-165","",44.3550178,-85.30575995,10.56813818,4.3,1.423225175,394.01,4,4060102,50,50,"Region_5",88.7,6870,565,17,1297,7.65,24.4375,5.80307189542484
"NLA12_MI-167","",42.9176234,-84.20373932,8.142607701,3,1.908205594,238.92,4,4050005,56,56,"Region_5",252,7480,720,26,3590,9.28,24.1,6.05490196078431
"NLA12_MI-168","",42.78409894,-85.11502111,36.97647575,11.9,2.494886938,247.07,4,4050007,56,56,"Region_5",461,5130,3663,23,6220,8.42,17.9272727272727,6.08411764705882
"NLA12_MI-169","",46.39989795,-88.75176293,8.692896041,3.5,1.859357388,472.1,4,4020102,50,50,"Region_5",30.4,15950,773,41,3037,6.76,18.18,5.53058823529412
"NLA12_MI-172","",42.5677644,-85.45118289,20.64103982,11.6,1.917898099,260.77,4,4050007,56,56,"Region_5",209,5460,566,16,3066,8.3,17.3038461538462,6.08411764705882
"NLA12_MI-177","",44.86768546,-86.0181976,560.067088,3.7,10.25121226,180.95,4,4060104,51,51,"Region_5",239,3290,388,23,9044,8.45,23.5871794871795,6.34307189542484
"NLA12_MI-178","",46.48448683,-86.10510095,11.12022039,2.2,1.979803558,256.33,4,4060106,50,50,"Region_5",85.2,4020,508,60,6864,7.79,20.4166666666667,5.80823529411765
"NLA12_MI-R08","NLA06608-R5:KATHRYN",46.38091128,-88.72244848,65.0473118,9.1,5.505395814,474.1,4,4020102,50,50,"Region_5",91.1,5010,496,23,1943,7.94,21.65,5.53058823529412
