"SITEID_12","SITEID_07","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC2","HUC8","ECO3","ECO3_2015","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol"
"NLA12_WA-141","",47.24381556,-122.757955,49.74845844,4.1,2.847794042,10.43,17,17110019,2,2,"Region_10",81,4410,310,23,8913,9.29,22.62125,5.2002614379085
"NLA12_WA-146","",46.42220235,-121.5971666,3.978646868,5.2,0.832146759,1021.62,17,17080004,4,4,"Region_10",36.2,700,141,34,11350,7.45,14.051,6.00339869281046
"NLA12_WA-147","",48.23081534,-119.7765868,2.415809489,7.5,0.597851221,507.68,17,17020006,77,77,"Region_10",256,5280,456,41,12323,8.6,21.0857142857143,5.84117647058823
"NLA12_WA-151","",48.687922,-121.6679362,1941.752653,58.5,44.79529045,221.36,17,17110005,77,77,"Region_10",36.7,400,14,15,5930,7.14,13.584,5.35705882352941
"NLA12_WA-154","",46.83110249,-122.4473471,1.958066912,2.8,0.570825776,151.66,17,17110015,4,4,"Region_10",109.8,4530,534,53,14016,7.82,16.88,5.27967320261438
"NLA12_WA-157","",47.47102321,-123.1739311,24.15062039,1.4,2.990244244,220.28,17,17110018,2,2,"Region_10",58.1,2050,99,25,13830,7.77,18.015,5.2002614379085
"NLA12_WA-159","",46.62199741,-120.5560269,4.586157325,12.6,0.918800997,343.08,17,17030002,10,10,"Region_10",296,2850,536,67,26970,8.2,18.5888461538462,6.00339869281046
"NLA12_WI-101","NLA06608-0611",42.96455549,-89.25380131,1293.360842,9.45,15.59782541,258.46,7,7090001,53,53,"Region_5",556,6650,1205,74.5,11075,8.88,24.1972222222222,6.07849673202614
"NLA12_WI-102","NLA06608-0099",43.09787438,-88.4621617,314.752087,20.1,11.02082103,262.37,7,7090001,53,53,"Region_5",542,6200,800,10,2720,8.58,15.1,5.96614379084967
"NLA12_WI-103","NLA06608-1207",45.31579972,-92.56438162,26.1330714,7,2.18795316,286.83,7,7030005,51,51,"Region_5",219,3100,800,77,17000,8.67,21.7928571428571,5.75797385620915
"NLA12_WI-104","NLA06608-0142",46.00615673,-89.50723347,422.1658539,15.8,20.67471621,497.98,7,7070001,50,50,"Region_5",96,4000,270,13,12100,7.94,17.8966666666667,5.53058823529412
"NLA12_WI-106","NLA06608-0350",45.76452987,-90.66040551,35.28672369,7.2,2.249213192,442.81,7,7050003,50,50,"Region_5",98,18000,680,24,3170,7.42,18.05,5.7497385620915
"NLA12_WI-107","NLA06608-0467",43.54654689,-89.3528689,183.5186635,25.2,10.43715648,237.25,4,4030201,53,53,"Region_5",415,6100,820,27,7450,8.69,13.748,5.95183006535948
"NLA12_WI-108","NLA06608-0183",45.32642671,-92.42532377,577.5639511,9.2,22.08690471,310.94,7,7030005,51,51,"Region_5",220,5400,970,56,16100,8.94,24.4777777777778,5.75797385620915
"NLA12_WI-109","NLA06608-0846",45.71958321,-89.88146231,1780.118125,4.6,110.402432,464.14,7,7070001,50,50,"Region_5",91,12000,760,49,7520,7.61,20.1,5.64738562091503
"NLA12_WI-110","NLA06608-0115",44.32353747,-89.19098336,6.737154766,17,0.987719176,271.25,4,4030202,51,51,"Region_5",316,3000,650,15,13700,8.53,14.46875,5.8559477124183
"NLA12_WI-111","NLA06608-0627",44.8891413,-88.47492666,83.48662559,6,5.191848072,256.59,4,4030104,51,51,"Region_5",178,9000,890,13,298,8.5,23.0833333333333,5.90882352941177
"NLA12_WI-112","",45.62088904,-88.07300702,12.3174475,3.3,1.595336801,320.42,4,4030108,50,50,"Region_5",185.5,9650,880,12.5,974,8.27,24.0583333333333,5.64738562091503
"NLA12_WI-113","",43.81355964,-89.30356704,7.476834304,15.5,1.082121863,240.76,4,4030201,51,51,"Region_5",328,3900,1670,12,7990,9,13.3866666666667,5.95183006535948
"NLA12_WI-115","",45.89865584,-89.6943733,5.274373395,5,1.155710742,485.23,7,7070001,50,50,"Region_5",493,15000,870,32,350,6.82,17.59,5.64738562091503
"NLA12_WI-117","",44.0425333,-89.21610906,6.228535462,4.7,1.098238887,260.89,4,4030201,51,51,"Region_5",272,8300,720,18,1360,8.08,28.0125,5.8559477124183
"NLA12_WI-120","",42.97222963,-87.93633533,4.408780855,1,0.984522745,199.56,4,4040003,53,53,"Region_5",1220,21000,1190,44,21800,8.63,24.4,6.28751633986928
"NLA12_WI-122","",43.17776764,-90.67162718,4.039632503,1.8,1.189121276,198.05,7,7070005,52,52,"Region_5",351,6000,580,31,10000,8.16,NA,5.98098039215686
"NLA12_WI-127","",44.77019577,-91.92981181,6.264364681,1.1,1.760141503,227.65,7,7050007,52,52,"Region_5",251,12000,3870,232,5830,10.47,26.925,5.75849673202614
"NLA12_WI-128","",44.67992189,-88.71573368,1.720295418,4,0.554191347,245.03,4,4030202,51,51,"Region_5",491,7200,870,60,18600,8.45,23.625,5.90882352941177
"NLA12_WI-129","",43.42203813,-87.95943869,2.078359922,2.1,0.542792712,242.54,4,4040003,53,53,"Region_5",403,9000,870,25,5390,8.83,26.4333333333333,-0.268366013071895
"NLA12_WI-131","",45.97188548,-89.38901466,116.9707289,7.5,6.81326855,498.67,7,7070001,50,50,"Region_5",80,5200,19,24,6870,8.42,25.4125,5.64738562091503
"NLA12_WI-132","",44.69847871,-87.49992572,35.5196245,1,5.469571188,179.8,4,4030102,51,51,"Region_5",530,10000,1520,109,20100,9.05,24.6,6.10470588235294
"NLA12_WI-133","",44.29583634,-87.73414988,13.08617793,15.2,1.432374891,224.03,4,4030101,53,53,"Region_5",354,16000,1330,25,2840,8.86,12.2566666666667,6.10470588235294
"NLA12_WI-134","",42.94678195,-89.4096945,11.64191623,1.7,1.250329206,287.97,7,7090001,53,53,"Region_5",212,25000,10300,1730,13400,7.91,23.7666666666667,6.07849673202614
"NLA12_WI-135","NLA06608-1822",46.55919455,-91.39356434,44.00941166,3,4.146126518,335.9,4,4010301,50,50,"Region_5",81,7800,780,20,332,8.18,23.27,5.62562091503268
"NLA12_WI-136","",43.05664122,-88.45502863,21.88736741,3.1,3.072636509,263.67,7,7090001,53,53,"Region_5",710,6900,740,21,10000,8.75,28.51,5.96614379084967
"NLA12_WI-138","",45.19365958,-90.44187712,12.47640751,7.5,1.83119252,437.69,7,7040007,50,50,"Region_5",59,7000,530,17,584,7.29,18.2142857142857,5.7497385620915
"NLA12_WI-140","",42.99825202,-89.29085205,89.74163089,1,8.579546405,257.77,7,7090001,53,53,"Region_5",571,7000,1150,75,9480,8.4,24.6,6.07849673202614
"NLA12_WI-142","",46.25160505,-90.36722351,3.457499315,4.1,0.813808201,530.22,7,7050001,50,50,"Region_5",35,33000,1180,36,5360,6.67,11.2,5.62562091503268
"NLA12_WI-144","",44.92260841,-89.03917287,3.767483919,2.5,0.978303253,361.8,4,4030202,51,51,"Region_5",303,11000,900,28,1290,8.51,27.5875,5.8559477124183
"NLA12_WI-147","",46.3452418,-91.75370431,10.23109018,2.2,1.367151018,329.41,7,7030001,50,50,"Region_5",19,14000,1160,39,1310,6.09,20.925,5.62562091503268
"NLA12_WI-152","",42.59803618,-88.61516896,712.9395732,16.3,20.22544004,282.49,7,7090001,53,53,"Region_5",571,4700,500,24,3630,8.62,21.4294117647059,6.04666666666667
"NLA12_WI-153","",44.43390781,-92.07106181,1.757989243,2.4,0.650906419,205.22,7,7050005,52,52,"Region_5",125,14000,2160,155,41,7.42,13.6,5.80633986928105
"NLA12_WI-154","",45.39105151,-89.17936483,1.656868354,8.1,0.504049276,517.88,4,4030202,50,50,"Region_5",20,18000,890,35,1080,6.05,12.2357142857143,5.64738562091503
"NLA12_WI-155","",45.38632167,-92.47540024,39.01473417,1.8,3.303344591,324.03,7,7030005,51,51,"Region_5",238,4600,290,20,21800,8.2,25.8333333333333,5.75797385620915
"NLA12_WI-157","",43.53712279,-90.95935275,14.8293549,5.7,2.921423918,277.38,7,7060001,52,52,"Region_5",419,3100,730,35,4630,8.38,17.06,5.98098039215686
"NLA12_WI-161","",44.3329463,-89.18303988,1.084364692,3.9,0.393910904,271.25,4,4030202,51,51,"Region_5",352,3200,2030,24,15500,8.18,19.1785714285714,5.8559477124183
"NLA12_WI-163","",46.47406064,-92.04491337,54.62851452,3.5,2.821308599,363.01,4,4010301,50,50,"Region_5",83,22000,1570,59,10700,7.07,23.075,5.52699346405229
"NLA12_WI-166","",43.19283315,-90.42159914,11.14816543,1.8,2.475144812,201.75,7,7070005,52,52,"Region_5",498,3000,1350,70,19900,7.81,25.3,5.98098039215686
"NLA12_WI-168","",42.50962706,-88.26962301,293.706702,8.6,9.554434957,241.63,7,7120006,53,53,"Region_5",584,5400,520,17,5970,8.79,26.6055555555556,6.04666666666667
"NLA12_WI-170","",45.57708435,-89.1648747,23.57655104,6.3,2.476743048,484.03,7,7070001,50,50,"Region_5",204,11000,600,21,4440,7.61,19.45,5.64738562091503
"NLA12_WI-171","",45.7344156,-92.53857737,14.65242301,14.8,1.585597317,287.13,7,7030005,51,51,"Region_5",203,7300,470,12,6470,8.2,18.8590909090909,5.75797385620915
"NLA12_WI-172","",43.49766607,-89.29875291,35.44372211,1.4,4.712612182,242.92,7,7070005,53,53,"Region_5",562,4200,3840,132,17000,8.39,26.225,5.95183006535948
"NLA12_WI-173","",43.60640518,-90.09230591,242.5287687,4,22.73720083,279.11,7,7070004,52,52,"Region_5",272,4000,900,86,3940,8.35,19.6142857142857,5.98098039215686
"NLA12_WI-174","",46.25445969,-89.84834363,5.455688042,7.7,1.081177276,497.84,7,7050002,50,50,"Region_5",31,12000,680,27,894,6.99,11.04375,5.53058823529412
"NLA12_WI-176","",45.41937109,-87.91729236,29.40175535,14.2,3.274415397,216.08,4,4030108,50,50,"Region_5",347,6300,410,10,12700,8.46,13.8785714285714,6.08535947712418
"NLA12_WI-179","",45.80478692,-89.71210018,213.7513727,9.1,14.08991485,482.82,7,7070001,50,50,"Region_5",48,4100,340,9,703,7.44,21.3,5.64738562091503
"NLA12_WI-181","",44.07085734,-87.73427579,30.23293311,11.3,3.450806717,218.68,4,4030101,53,53,"Region_5",415,11000,1100,24,849,8.91,16.3,6.10470588235294
"NLA12_WI-183","",46.17950483,-90.98648796,45.57132909,13.7,3.72040992,447,7,7050001,50,50,"Region_5",12,3800,370,9,168,6.34,13.4846153846154,5.62562091503268
"NLA12_WI-188","",42.73179781,-88.94241893,9.407501204,2.8,1.278791281,265.41,7,7090001,53,53,"Region_5",203,18000,2660,217,22,9.66,19.14,6.04666666666667
"NLA12_WI-R06","NLA06608-ELS:2C3-018",46.13856683,-89.55280909,48.37396564,4.6,3.356734258,500.5,7,7050002,50,50,"Region_5",22.4,7460,596,19,335,7.17,18.8525641025641,5.53058823529412
"NLA12_WV-101","NLA06608-1346",39.46941047,-79.49872597,60.88711264,6.3,4.001492567,782.59,5,5020006,67,67,"Region_3",59.15,2140,199,8,655.5,7.515,22.7003525641026,5.63281045751634
"NLA12_WV-102","NLA06608-0681",38.8217063,-80.58970118,334.3315596,9.9,51.74638056,238.52,5,5030203,70,70,"Region_3",53.3,1670,128,16,4244,7.52,18.8721428571429,-0.919019607843137
"NLA12_WV-105","",38.36552067,-81.25277547,2.663302177,1.7,0.784091318,275.21,5,5050007,69,69,"Region_3",69.3,2300,365,36,6189,7.15,22.1269230769231,5.7718954248366
"NLA12_WV-106","",38.94576507,-80.42780497,1556.199107,16.5,60.16972617,323.3,5,5020002,70,70,"Region_3",97.1,2250,153,14,3494,7.71,13.651,2.3456862745098
"NLA12_WV-111","",39.51588788,-80.4100598,5.198673047,8.1,1.375393767,303.27,5,5020003,70,70,"Region_3",230,2760,245,11,96,8.35,17.050625,2.47882352941176
"NLA12_WV-112","",38.83710051,-82.12452034,10.19279203,2.3,1.420472914,172.31,5,5050008,70,70,"Region_3",207.8,4685,837,89.5,8904.5,9.065,27.4189583333333,5.74934640522876
"NLA12_WV-113","",38.49141175,-79.31478115,3.785692229,3.6,0.880173431,604.13,2,2070001,67,67,"Region_3",46.1,2400,193,26,6577,7.6,22.70125,5.5681045751634
"NLA12_WV-115","NLA06608-3074",39.13365249,-78.59720705,15.43864145,5.1,2.314283945,391.56,2,2070003,67,67,"Region_3",156.2,3100,306,14,1795,8.33,24.398,5.66895424836601
"NLA12_WV-R01","NLA06608-R336",37.97490526,-80.95380017,6.96645881,5.4,1.738364795,748.38,5,5050004,69,69,"Region_3",22,1910,134,7,2157,6.87,24.1205128205128,-0.905098039215686
"NLA12_WY-101","NLA06608-1866",44.78618159,-109.2581674,16.77050029,2.275,2.087378124,1468,10,10070006,18,18,"Region_8",448.5,1595,164.5,25,7806.5,8.465,NA,6.15888888888889
"NLA12_WY-102","NLA06608-1354",45.26371788,-108.0421145,5253.906245,53,298.4479007,1109,10,10080010,43,43,"Region_8",701,3690,849,82,9760,8.42,17.4038461538462,6.1783660130719
"NLA12_WY-103","NLA06608-0794",42.94833295,-109.8038839,2045.331917,33.2,38.8447451,2261,14,14040102,18,18,"Region_8",19.79,1110,50,12,1645,7.23,NA,6.47385620915033
"NLA12_WY-104","NLA06608-0922",44.4786195,-106.7522443,1253.056138,34.3,24.46994545,1393.13,10,10090206,43,43,"Region_8",648,3090,146,15,4268,8.39,NA,6.46333333333333
"NLA12_WY-105","NLA06608-2095",42.27144044,-109.4346462,868.2136377,14.9,34.0806982,2059.87,14,14040104,18,18,"Region_8",98.1,3500,254,52,7683,7.69,NA,6.47385620915033
"NLA12_WY-107","NLA06608-1723",41.12628679,-104.6433761,53.80203418,2.9,3.71469381,1770.55,10,10190009,25,25,"Region_8",843,9760,1559,1528,24243,7.79,NA,6.39843137254902
"NLA12_WY-115","",41.15233931,-110.8249531,90.92628623,8.4,6.655472749,2180.06,16,16010101,18,18,"Region_8",501,6800,468,51,12948,8.51,18.994375,6.56947712418301
"NLA12_WY-116","",42.80153184,-109.4608964,20.69704289,13.5,3.339987849,2896.17,14,14040102,17,17,"Region_8",24,6320,306,31,2013,6.9,9.13269230769231,6.47385620915033
"NLA12_WY-117","",42.73351246,-109.0932442,13.02859777,24,1.798892468,3200.37,10,10080003,17,17,"Region_8",12.1,770,44,15,1266,6.94,NA,6.47385620915033
"NLA12_WY-120","",43.29630511,-109.845187,182.0558458,29.6,7.135302597,2428.03,14,14040101,17,17,"Region_8",29.2,760,88,18,1293,7.43,NA,6.40843137254902
"NLA12_WY-125","",43.16510906,-109.8031724,13.72593086,26.8,2.562983817,3325.87,14,14040102,17,17,"Region_8",5.63,1120,296,29,1253,6.53,18.1410256410256,6.40843137254902
"NLA12_WY-130","",42.54705507,-107.1498507,23.95370961,2.7,1.781315843,1819.33,10,10180006,18,18,"Region_8",1732,18930,1805,44,2746,9.44,NA,6.63150326797386
"NLA12_WY-131","",41.94495085,-110.6568886,76.19895231,3.5,5.162044637,2179.22,14,14040107,18,18,"Region_8",305,2460,196,36,6830,8.52,NA,6.56947712418301
"NLA12_WY-133","",42.71197472,-109.1788711,32.04782099,15.8,3.606336017,3249.12,14,14040104,17,17,"Region_8",13.72,510,59,14,1348,7.01,8.0215625,6.47385620915033
"NLA12_WY-135","",41.51119946,-105.4171502,1.758772627,2.5,0.523417011,2327.44,10,10180011,21,21,"Region_8",207,4890,480,64,11749,8.77,NA,6.28333333333333
"NLA12_WY-137","",44.78132376,-109.2547289,14.42002218,5.5,1.95230776,1473.36,10,10070006,18,18,"Region_8",1117,3760,318,33,2854,8.27,15.7765384615385,6.15888888888889
"NLA12_WY-147","",42.04937237,-110.0809239,2762.171646,18.5,76.01507282,1984.36,14,14040101,18,18,"Region_8",296,3470,355,36,3271,8.81,16.7444871794872,6.4675816993464
